respondent_id,age,gender,education,income_bracket,employment_status,zip_code,has_children,age_group
ID_0395,59,Male,Bachelor's,40k-60k,Employed,15766,False,55-64
ID_0396,49,Male,Some College,80k-100k,Employed,86974,False,45-54
ID_0397,22,Male,Less than HS,40k-60k,Employed,40016,True,18-24
ID_0398,50,Male,Bachelor's,100k+,Employed,18433,True,45-54
ID_0399,32,Male,Some College,80k-100k,Employed,44046,False,25-34
ID_0400,74,Female,Less than HS,100k+,Retired,19198,False,65+
ID_0401,22,Male,Master's,20k-40k,Unemployed,62648,False,18-24
ID_0402,37,Male,Bachelor's,40k-60k,Retired,40763,False,35-44
ID_0403,55,Female,Some College,80k-100k,Employed,84265,False,45-54
ID_0404,54,Other,Master's,80k-100k,Employed,26615,True,45-54
ID_0405,34,Male,Master's,100k+,Employed,53812,False,25-34
ID_0406,67,Male,HS Graduate,80k-100k,Retired,27399,True,65+
ID_0407,21,Female,Bachelor's,60k-80k,Unemployed,73900,False,18-24
ID_0408,73,Female,Bachelor's,<20k,Retired,69939,False,65+
ID_0409,38,Female,Less than HS,20k-40k,Employed,94975,True,35-44
ID_0410,72,Male,Bachelor's,<20k,Retired,74556,True,65+
ID_0411,51,Male,Less than HS,20k-40k,Student,08463,True,45-54
ID_0412,57,Female,Bachelor's,20k-40k,Employed,60531,True,55-64
ID_0413,22,Female,Bachelor's,<20k,Unemployed,66757,True,18-24
ID_0414,21,Male,Some College,20k-40k,Employed,48835,False,18-24
ID_0415,74,Male,Master's,80k-100k,Unemployed,22170,False,65+
ID_0416,39,Female,Bachelor's,20k-40k,Employed,80347,True,35-44
ID_0417,31,Male,Master's,80k-100k,Employed,61283,False,25-34
ID_0418,21,Female,HS Graduate,60k-80k,Student,34673,False,18-24
ID_0419,25,Male,Less than HS,80k-100k,Employed,93194,True,18-24
ID_0420,20,Male,Bachelor's,20k-40k,Student,58443,False,18-24
ID_0421,63,Male,HS Graduate,20k-40k,Employed,51484,True,55-64
ID_0422,46,Female,Some College,20k-40k,Student,93380,True,45-54
ID_0423,43,Male,Bachelor's,20k-40k,Employed,98951,False,35-44
ID_0424,67,Female,HS Graduate,<20k,Retired,69046,True,65+
ID_0425,72,Male,HS Graduate,60k-80k,Retired,55705,True,65+
ID_0426,47,Female,Some College,80k-100k,Employed,25272,True,45-54
ID_0427,29,Other,HS Graduate,60k-80k,Employed,89626,False,25-34
ID_0428,32,Female,Some College,40k-60k,Student,65285,True,25-34
ID_0429,69,Other,Less than HS,20k-40k,Employed,80882,False,65+
ID_0430,69,Male,HS Graduate,40k-60k,Retired,18474,False,65+
ID_0431,75,Other,Bachelor's,40k-60k,Employed,94713,True,65+
ID_0432,58,Male,Some College,60k-80k,Unemployed,96959,True,55-64
ID_0433,19,Male,Bachelor's,100k+,Unemployed,56161,True,18-24
ID_0434,18,Male,HS Graduate,<20k,Unemployed,50256,True,
ID_0435,64,Female,Bachelor's,100k+,Student,90772,True,55-64
ID_0436,72,Female,Doctorate,100k+,Employed,20269,True,65+
ID_0437,64,Female,Bachelor's,<20k,Employed,12867,True,55-64
ID_0438,45,Other,Bachelor's,20k-40k,Employed,60837,True,35-44
ID_0439,57,Female,HS Graduate,20k-40k,Employed,53951,False,55-64
ID_0440,52,Female,Some College,40k-60k,Employed,30307,True,45-54
ID_0441,51,Male,Master's,<20k,Employed,69898,False,45-54
ID_0442,21,Female,Bachelor's,20k-40k,Employed,14789,True,18-24
ID_0443,35,Female,Some College,100k+,Employed,74886,False,25-34
ID_0444,29,Female,Master's,100k+,Student,07048,False,25-34
ID_0445,67,Male,HS Graduate,20k-40k,Retired,07480,True,65+
ID_0446,38,Male,Bachelor's,80k-100k,Employed,13930,False,35-44
ID_0447,27,Male,HS Graduate,80k-100k,Unemployed,20181,False,25-34
ID_0448,38,Male,Bachelor's,20k-40k,Employed,99134,False,35-44
ID_0449,57,Male,Less than HS,20k-40k,Employed,49354,False,55-64
ID_0450,42,Female,Master's,60k-80k,Employed,08061,True,35-44
ID_0451,67,Female,Bachelor's,80k-100k,Student,06688,False,65+
ID_0452,34,Female,HS Graduate,100k+,Employed,78857,False,25-34
ID_0453,68,Male,Bachelor's,<20k,Employed,99189,True,65+
ID_0454,23,Male,Bachelor's,60k-80k,Employed,81055,False,18-24
ID_0455,31,Male,HS Graduate,40k-60k,Employed,36375,False,25-34
ID_0456,54,Male,Less than HS,100k+,Student,81997,True,45-54
ID_0457,57,Male,Some College,40k-60k,Unemployed,15756,False,55-64
ID_0458,57,Male,HS Graduate,40k-60k,Student,38788,True,55-64
ID_0459,35,Female,Bachelor's,<20k,Employed,55207,False,25-34
ID_0460,47,Male,Some College,20k-40k,Student,89215,True,45-54
ID_0461,26,Female,Some College,40k-60k,Employed,72949,False,25-34
ID_0462,31,Female,Some College,<20k,Employed,55643,False,25-34
ID_0463,63,Female,Doctorate,40k-60k,Employed,03504,False,55-64
ID_0464,69,Female,Bachelor's,20k-40k,Student,46428,False,65+
ID_0465,63,Female,Bachelor's,80k-100k,Retired,17755,True,55-64
ID_0466,34,Female,Some College,<20k,Employed,17033,True,25-34
ID_0467,79,Female,Less than HS,80k-100k,Retired,63931,False,65+
ID_0468,51,Male,HS Graduate,60k-80k,Student,79482,False,45-54
ID_0469,63,Male,Bachelor's,20k-40k,Employed,73302,False,55-64
ID_0470,76,Female,Some College,<20k,Retired,17084,False,65+
ID_0471,39,Male,HS Graduate,80k-100k,Employed,57081,False,35-44
ID_0472,70,Female,Master's,20k-40k,Retired,70462,True,65+
ID_0473,49,Female,Some College,<20k,Unemployed,05702,False,45-54
ID_0474,29,Male,Master's,20k-40k,Employed,26722,False,25-34
ID_0475,72,Female,Master's,100k+,Retired,88322,False,65+
ID_0476,74,Female,Less than HS,20k-40k,Employed,97427,False,65+
ID_0477,33,Female,Master's,60k-80k,Student,10229,True,25-34
ID_0478,39,Female,Less than HS,80k-100k,Employed,35759,False,35-44
ID_0479,55,Female,Doctorate,80k-100k,Student,47286,True,45-54
ID_0480,67,Female,Some College,20k-40k,Retired,58749,False,65+
ID_0481,56,Female,Bachelor's,100k+,Unemployed,48683,False,55-64
ID_0482,19,Male,Bachelor's,60k-80k,Employed,38195,True,18-24
ID_0483,62,Male,Some College,80k-100k,Retired,29956,False,55-64
ID_0484,72,Male,Bachelor's,40k-60k,Employed,86563,False,65+
ID_0485,25,Male,Master's,100k+,Employed,32406,False,18-24
ID_0486,61,Male,Master's,100k+,Employed,05064,True,55-64
ID_0487,18,Female,Bachelor's,40k-60k,Student,37832,False,
ID_0488,58,Female,Bachelor's,100k+,Employed,39819,False,55-64
ID_0489,57,Female,HS Graduate,20k-40k,Employed,93991,False,55-64
ID_0490,58,Female,Bachelor's,100k+,Student,93160,False,55-64
ID_0491,22,Male,Bachelor's,20k-40k,Student,27913,False,18-24
ID_0492,62,Male,Bachelor's,20k-40k,Employed,09020,False,55-64
ID_0493,63,Female,Bachelor's,40k-60k,Employed,44017,True,55-64
ID_0494,53,Male,HS Graduate,60k-80k,Employed,16643,False,45-54
ID_0495,34,Female,HS Graduate,60k-80k,Retired,99895,False,25-34
ID_0496,58,Male,Less than HS,40k-60k,Student,12913,False,55-64
ID_0497,47,Male,Bachelor's,<20k,Student,39358,True,45-54
ID_0498,69,Male,HS Graduate,40k-60k,Student,66741,True,65+
ID_0499,32,Female,Bachelor's,20k-40k,Employed,00588,True,25-34
ID_0500,37,Female,Less than HS,60k-80k,Employed,00689,False,35-44
ID_0501,53,Female,Some College,20k-40k,Employed,23282,True,45-54
ID_0502,19,Female,HS Graduate,20k-40k,Employed,54009,True,18-24
ID_0503,77,Female,Some College,100k+,Retired,86729,False,65+
ID_0504,76,Female,Less than HS,<20k,Retired,03365,True,65+
ID_0505,62,Female,Bachelor's,60k-80k,Retired,03015,False,55-64
ID_0506,21,Male,HS Graduate,<20k,Retired,68983,False,18-24
ID_0507,67,Female,Less than HS,20k-40k,Retired,59728,False,65+
ID_0508,41,Female,Master's,80k-100k,Employed,42428,True,35-44
ID_0509,65,Male,HS Graduate,40k-60k,Employed,07050,True,55-64
ID_0510,72,Male,Bachelor's,40k-60k,Employed,06338,True,65+
ID_0511,76,Male,Doctorate,80k-100k,Unemployed,33630,False,65+
ID_0512,59,Male,Some College,80k-100k,Employed,81958,True,55-64
ID_0513,19,Female,Some College,80k-100k,Employed,09088,True,18-24
ID_0514,63,Female,Some College,60k-80k,Unemployed,95491,False,55-64
ID_0515,19,Female,Some College,40k-60k,Retired,31129,True,18-24
ID_0516,67,Female,Some College,40k-60k,Retired,92614,False,65+
ID_0517,18,Female,HS Graduate,60k-80k,Employed,86152,False,
ID_0518,30,Male,Some College,40k-60k,Retired,27088,True,25-34
ID_0519,23,Female,Bachelor's,<20k,Unemployed,69913,False,18-24
ID_0520,39,Female,HS Graduate,<20k,Student,02014,False,35-44
ID_0521,34,Female,Bachelor's,20k-40k,Employed,76419,True,25-34
ID_0522,76,Female,Bachelor's,<20k,Student,56068,True,65+
ID_0523,66,Female,Less than HS,20k-40k,Retired,78951,False,65+
ID_0524,39,Male,Less than HS,60k-80k,Employed,69555,True,35-44
ID_0525,60,Female,Some College,<20k,Employed,60650,False,55-64
ID_0526,23,Female,Bachelor's,60k-80k,Student,67761,False,18-24
ID_0527,69,Female,HS Graduate,80k-100k,Retired,00713,True,65+
ID_0528,20,Male,Bachelor's,20k-40k,Retired,02087,False,18-24
ID_0529,63,Male,Bachelor's,20k-40k,Employed,38184,True,55-64
ID_0530,74,Male,Bachelor's,<20k,Retired,47279,True,65+
ID_0531,23,Female,Less than HS,40k-60k,Employed,03161,False,18-24
ID_0532,34,Male,Bachelor's,60k-80k,Student,97183,True,25-34
ID_0533,52,Female,Less than HS,40k-60k,Student,03003,False,45-54
ID_0534,66,Male,HS Graduate,20k-40k,Retired,54374,False,65+
ID_0535,68,Male,HS Graduate,40k-60k,Retired,48432,True,65+
ID_0536,67,Female,Bachelor's,80k-100k,Retired,28047,True,65+
ID_0537,54,Female,Doctorate,<20k,Employed,13495,True,45-54
ID_0538,64,Female,HS Graduate,80k-100k,Employed,43733,False,55-64
ID_0539,52,Male,Some College,60k-80k,Employed,83829,True,45-54
ID_0540,40,Male,HS Graduate,20k-40k,Employed,75974,True,35-44
ID_0541,25,Male,Bachelor's,40k-60k,Employed,46004,False,18-24
ID_0542,24,Male,Some College,<20k,Unemployed,87976,False,18-24
ID_0543,67,Female,Some College,20k-40k,Retired,12833,True,65+
ID_0544,27,Male,Bachelor's,20k-40k,Employed,59388,False,25-34
ID_0545,43,Other,Bachelor's,<20k,Employed,05962,True,35-44
ID_0546,72,Female,Less than HS,20k-40k,Retired,37112,False,65+
ID_0547,27,Female,Bachelor's,60k-80k,Employed,15089,True,25-34
ID_0548,36,Other,Some College,100k+,Retired,92492,False,35-44
ID_0549,40,Male,HS Graduate,60k-80k,Employed,69732,True,35-44
ID_0550,48,Male,HS Graduate,40k-60k,Employed,03483,True,45-54
ID_0551,50,Female,Master's,100k+,Unemployed,53332,True,45-54
ID_0552,19,Male,Master's,100k+,Student,44217,False,18-24
ID_0553,45,Female,Less than HS,20k-40k,Employed,67303,True,35-44
ID_0554,75,Other,Bachelor's,40k-60k,Retired,45348,True,65+
ID_0555,49,Female,Bachelor's,40k-60k,Student,88222,False,45-54
ID_0556,50,Female,Master's,20k-40k,Employed,72263,True,45-54
ID_0557,26,Female,Master's,100k+,Employed,35005,False,25-34
ID_0558,78,Female,Bachelor's,20k-40k,Retired,71093,False,65+
ID_0559,46,Male,HS Graduate,40k-60k,Student,94518,True,45-54
ID_0560,32,Female,Some College,40k-60k,Student,16788,False,25-34
ID_0561,35,Male,Bachelor's,80k-100k,Employed,88882,True,25-34
ID_0562,35,Female,Doctorate,60k-80k,Employed,18978,False,25-34
ID_0563,71,Female,Some College,60k-80k,Employed,75930,False,65+
ID_0564,24,Male,Bachelor's,20k-40k,Student,51924,False,18-24
ID_0565,31,Male,Bachelor's,60k-80k,Unemployed,90803,True,25-34
ID_0566,46,Female,Less than HS,20k-40k,Employed,46207,True,45-54
ID_0567,67,Female,Bachelor's,100k+,Employed,56639,False,65+
ID_0568,79,Female,HS Graduate,80k-100k,Student,61886,False,65+
ID_0569,69,Female,Bachelor's,40k-60k,Employed,63855,True,65+
ID_0570,36,Female,Bachelor's,80k-100k,Employed,06123,True,35-44
ID_0571,78,Male,Doctorate,40k-60k,Retired,75936,False,65+
ID_0572,22,Female,Master's,<20k,Retired,72489,False,18-24
ID_0573,58,Female,Less than HS,60k-80k,Retired,26023,False,55-64
ID_0574,67,Male,Less than HS,40k-60k,Retired,33145,False,65+
ID_0575,62,Male,Bachelor's,100k+,Employed,42658,True,55-64
ID_0576,22,Female,Bachelor's,20k-40k,Employed,37748,False,18-24
ID_0577,73,Female,Bachelor's,80k-100k,Retired,73021,False,65+
ID_0578,71,Female,HS Graduate,60k-80k,Retired,60936,True,65+
ID_0579,69,Female,Bachelor's,80k-100k,Retired,62212,False,65+
ID_0580,32,Male,Some College,20k-40k,Student,67129,False,25-34
ID_0581,43,Female,HS Graduate,40k-60k,Employed,46379,False,35-44
ID_0582,41,Male,Less than HS,80k-100k,Student,58486,True,35-44
ID_0583,36,Female,Master's,60k-80k,Student,53547,False,35-44
ID_0584,37,Male,Some College,20k-40k,Employed,00957,True,35-44
ID_0585,60,Female,Doctorate,40k-60k,Employed,59706,False,55-64
ID_0586,26,Male,Bachelor's,100k+,Retired,19415,True,25-34
ID_0587,70,Male,Less than HS,60k-80k,Retired,99055,False,65+
ID_0588,71,Male,Bachelor's,60k-80k,Employed,88532,True,65+
ID_0589,45,Male,Less than HS,80k-100k,Employed,20827,False,35-44
ID_0590,33,Male,Bachelor's,40k-60k,Retired,65241,False,25-34
ID_0591,28,Female,Some College,100k+,Employed,34206,False,25-34
ID_0592,51,Male,Bachelor's,40k-60k,Employed,61254,True,45-54
ID_0593,42,Male,Some College,20k-40k,Retired,81136,True,35-44
ID_0594,57,Male,HS Graduate,<20k,Student,61445,False,55-64
ID_0595,72,Male,HS Graduate,20k-40k,Retired,26403,False,65+
ID_0596,74,Female,Some College,40k-60k,Retired,57656,True,65+
ID_0597,38,Female,Doctorate,60k-80k,Employed,91445,False,35-44
ID_0598,22,Male,Some College,80k-100k,Unemployed,67024,True,18-24
ID_0599,28,Male,Bachelor's,100k+,Student,83424,False,25-34
ID_0600,60,Female,Less than HS,<20k,Employed,90660,True,55-64
ID_0601,26,Female,Some College,60k-80k,Retired,85455,True,25-34
ID_0602,28,Male,Bachelor's,60k-80k,Employed,42405,False,25-34
ID_0603,54,Male,Bachelor's,20k-40k,Employed,74350,False,45-54
ID_0604,58,Male,Some College,40k-60k,Employed,53528,False,55-64
ID_0605,18,Male,Some College,20k-40k,Unemployed,54214,True,
ID_0606,43,Male,Bachelor's,<20k,Student,55408,True,35-44
ID_0607,27,Male,HS Graduate,<20k,Student,28859,False,25-34
ID_0608,76,Male,Less than HS,80k-100k,Retired,89541,True,65+
ID_0609,57,Female,HS Graduate,60k-80k,Retired,54702,True,55-64
ID_0610,36,Female,HS Graduate,60k-80k,Employed,41090,True,35-44
ID_0611,33,Female,Doctorate,60k-80k,Employed,39129,True,25-34
ID_0612,62,Female,Bachelor's,<20k,Unemployed,38471,True,55-64
ID_0613,73,Male,Some College,20k-40k,Retired,89858,False,65+
ID_0614,54,Male,Master's,20k-40k,Employed,73276,False,45-54
ID_0615,67,Male,Master's,60k-80k,Retired,30131,False,65+
ID_0616,58,Female,Some College,100k+,Employed,63591,True,55-64
ID_0617,21,Female,Master's,60k-80k,Employed,23741,False,18-24
ID_0618,31,Female,Less than HS,20k-40k,Employed,46021,True,25-34
ID_0619,47,Male,Master's,100k+,Employed,39086,True,45-54
ID_0620,24,Male,HS Graduate,60k-80k,Employed,46452,True,18-24
ID_0621,29,Female,Bachelor's,60k-80k,Student,39039,False,25-34
ID_0622,41,Female,HS Graduate,60k-80k,Employed,10482,False,35-44
ID_0623,56,Male,Doctorate,60k-80k,Unemployed,57360,True,55-64
ID_0624,60,Female,Less than HS,40k-60k,Unemployed,08838,False,55-64
ID_0625,39,Male,Some College,20k-40k,Student,87227,False,35-44
ID_0626,64,Female,Bachelor's,80k-100k,Student,21570,True,55-64
ID_0627,47,Male,Bachelor's,<20k,Employed,28531,True,45-54
ID_0628,77,Female,Bachelor's,20k-40k,Retired,65595,False,65+
ID_0629,56,Female,Bachelor's,60k-80k,Unemployed,83131,True,55-64
ID_0630,37,Other,Bachelor's,20k-40k,Student,74211,False,35-44
ID_0631,43,Female,HS Graduate,60k-80k,Employed,04804,False,35-44
ID_0632,66,Female,Some College,<20k,Retired,88378,False,65+
ID_0633,22,Female,Some College,<20k,Student,33830,False,18-24
ID_0634,57,Male,Doctorate,80k-100k,Student,36407,False,55-64
ID_0635,59,Male,Some College,20k-40k,Unemployed,60030,False,55-64
ID_0636,23,Male,HS Graduate,20k-40k,Employed,14115,False,18-24
ID_0637,70,Male,Bachelor's,20k-40k,Retired,10614,True,65+
ID_0638,51,Female,Some College,80k-100k,Employed,61725,False,45-54
ID_0639,75,Male,HS Graduate,60k-80k,Retired,58102,False,65+
ID_0640,77,Male,Bachelor's,100k+,Retired,56785,False,65+
ID_0641,22,Female,HS Graduate,80k-100k,Employed,81340,False,18-24
ID_0642,27,Female,Bachelor's,80k-100k,Employed,44308,False,25-34
ID_0643,45,Female,Some College,40k-60k,Employed,47259,False,35-44
ID_0644,20,Female,HS Graduate,80k-100k,Unemployed,60952,True,18-24
ID_0645,30,Male,Master's,40k-60k,Employed,83113,False,25-34
ID_0646,65,Male,HS Graduate,80k-100k,Unemployed,98529,False,55-64
ID_0647,64,Female,HS Graduate,80k-100k,Retired,20754,True,55-64
ID_0648,19,Male,Master's,100k+,Employed,57017,False,18-24
ID_0649,79,Female,HS Graduate,20k-40k,Retired,86582,False,65+
ID_0650,52,Female,HS Graduate,60k-80k,Student,63803,False,45-54
ID_0651,69,Female,HS Graduate,40k-60k,Retired,86216,False,65+
ID_0652,67,Female,Bachelor's,40k-60k,Retired,98418,True,65+
ID_0653,79,Female,Some College,100k+,Employed,58194,False,65+
ID_0654,69,Male,Bachelor's,40k-60k,Retired,08987,True,65+
ID_0655,69,Female,HS Graduate,<20k,Retired,56632,True,65+
ID_0656,64,Female,HS Graduate,60k-80k,Employed,74571,False,55-64
ID_0657,71,Male,Bachelor's,60k-80k,Retired,45453,False,65+
ID_0658,45,Female,HS Graduate,80k-100k,Employed,62509,True,35-44
ID_0659,54,Male,Some College,60k-80k,Unemployed,40513,True,45-54
ID_0660,40,Male,Bachelor's,<20k,Employed,30914,False,35-44
ID_0661,60,Male,Doctorate,<20k,Employed,32546,False,55-64
ID_0662,40,Female,Less than HS,20k-40k,Unemployed,75675,False,35-44
ID_0663,52,Female,Some College,20k-40k,Employed,19671,True,45-54
ID_0664,58,Female,Some College,80k-100k,Student,42310,False,55-64
ID_0665,56,Female,Bachelor's,20k-40k,Employed,46196,True,55-64
ID_0666,72,Female,Master's,100k+,Retired,63956,True,65+
ID_0667,49,Male,Master's,80k-100k,Employed,71312,False,45-54
ID_0668,19,Male,Some College,40k-60k,Student,43996,False,18-24
ID_0669,64,Male,HS Graduate,<20k,Employed,89936,False,55-64
ID_0670,61,Male,Some College,40k-60k,Employed,54455,False,55-64
ID_0671,65,Female,HS Graduate,<20k,Employed,29835,False,55-64
ID_0672,75,Female,Bachelor's,40k-60k,Unemployed,97583,False,65+
ID_0673,33,Male,HS Graduate,80k-100k,Employed,94551,False,25-34
ID_0674,33,Male,Bachelor's,100k+,Retired,30657,False,25-34
ID_0675,68,Female,Master's,<20k,Retired,50520,True,65+
ID_0676,20,Male,HS Graduate,20k-40k,Employed,66627,False,18-24
ID_0677,45,Female,Bachelor's,60k-80k,Employed,37861,False,35-44
ID_0678,46,Male,HS Graduate,20k-40k,Retired,37886,True,45-54
ID_0679,71,Female,HS Graduate,40k-60k,Retired,66665,False,65+
ID_0680,37,Female,HS Graduate,<20k,Retired,24590,True,35-44
ID_0681,53,Female,HS Graduate,60k-80k,Employed,18433,True,45-54
ID_0682,50,Female,HS Graduate,80k-100k,Employed,92419,False,45-54
ID_0683,39,Female,Bachelor's,100k+,Retired,31179,True,35-44
ID_0684,25,Female,Bachelor's,80k-100k,Employed,38151,True,18-24
ID_0685,73,Male,HS Graduate,<20k,Retired,69947,False,65+
ID_0686,64,Male,Master's,60k-80k,Unemployed,40288,False,55-64
ID_0687,41,Female,Bachelor's,40k-60k,Retired,07567,False,35-44
ID_0688,70,Male,Bachelor's,100k+,Retired,65887,False,65+
ID_0689,75,Male,Some College,100k+,Retired,26694,False,65+
ID_0690,71,Female,Less than HS,100k+,Retired,27332,False,65+
ID_0691,54,Female,Bachelor's,80k-100k,Retired,52944,False,45-54
ID_0692,37,Female,Master's,100k+,Student,16652,False,35-44
ID_0693,29,Female,HS Graduate,60k-80k,Unemployed,28151,True,25-34
ID_0694,37,Female,Bachelor's,100k+,Student,82711,True,35-44
ID_0695,37,Female,Less than HS,40k-60k,Employed,88736,False,35-44
ID_0696,21,Female,Bachelor's,80k-100k,Retired,04443,True,18-24
ID_0697,47,Female,Less than HS,100k+,Employed,84231,True,45-54
ID_0698,48,Female,Bachelor's,40k-60k,Employed,12611,False,45-54
ID_0699,39,Male,Bachelor's,20k-40k,Unemployed,01049,False,35-44
ID_0700,32,Female,HS Graduate,20k-40k,Employed,44973,True,25-34
ID_0701,55,Female,Less than HS,<20k,Student,11995,False,45-54
ID_0702,54,Male,Master's,80k-100k,Student,01007,True,45-54
ID_0703,45,Male,Some College,40k-60k,Employed,67031,False,35-44
ID_0704,28,Female,Bachelor's,60k-80k,Employed,76276,False,25-34
ID_0705,31,Male,Bachelor's,40k-60k,Employed,23426,True,25-34
ID_0706,28,Female,Master's,100k+,Retired,51476,False,25-34
ID_0707,26,Male,Less than HS,20k-40k,Student,96740,False,25-34
ID_0708,41,Female,Master's,80k-100k,Employed,13361,True,35-44
ID_0709,27,Female,HS Graduate,<20k,Retired,82477,True,25-34
ID_0710,55,Female,Less than HS,60k-80k,Employed,33036,True,45-54
ID_0711,60,Male,Bachelor's,60k-80k,Employed,43667,False,55-64
ID_0712,58,Male,Doctorate,80k-100k,Employed,81258,True,55-64
ID_0713,54,Female,Less than HS,40k-60k,Employed,83089,True,45-54
ID_0714,59,Female,Some College,20k-40k,Unemployed,06723,False,55-64
ID_0715,49,Female,Some College,20k-40k,Employed,95976,True,45-54
ID_0716,37,Female,HS Graduate,20k-40k,Student,95161,True,35-44
ID_0717,31,Female,Doctorate,40k-60k,Unemployed,34565,False,25-34
ID_0718,55,Female,Bachelor's,40k-60k,Employed,56907,True,45-54
ID_0719,21,Female,Bachelor's,60k-80k,Employed,40694,False,18-24
ID_0720,41,Female,Some College,80k-100k,Employed,75176,False,35-44
ID_0721,49,Male,Some College,100k+,Employed,00616,False,45-54
ID_0722,72,Male,Bachelor's,40k-60k,Retired,96013,False,65+
ID_0723,70,Female,Some College,<20k,Retired,01624,False,65+
ID_0724,27,Male,Bachelor's,80k-100k,Employed,65809,False,25-34
ID_0725,71,Female,HS Graduate,40k-60k,Retired,87945,True,65+
ID_0726,60,Female,Some College,40k-60k,Employed,50222,True,55-64
ID_0727,33,Male,Master's,40k-60k,Retired,21159,False,25-34
ID_0728,56,Female,Bachelor's,60k-80k,Employed,77707,True,55-64
ID_0729,49,Male,HS Graduate,80k-100k,Retired,03304,False,45-54
ID_0730,35,Female,Master's,100k+,Employed,02788,False,25-34
ID_0731,42,Male,Bachelor's,100k+,Student,77671,True,35-44
ID_0732,24,Female,Bachelor's,80k-100k,Employed,39153,False,18-24
ID_0733,73,Male,HS Graduate,80k-100k,Retired,19068,False,65+
ID_0734,79,Female,Some College,<20k,Retired,03252,True,65+
ID_0735,70,Female,Bachelor's,80k-100k,Student,09604,False,65+
ID_0736,64,Male,HS Graduate,<20k,Student,21608,True,55-64
ID_0737,68,Female,HS Graduate,60k-80k,Retired,71603,False,65+
ID_0738,35,Female,Some College,20k-40k,Student,19208,False,25-34
ID_0739,64,Male,Less than HS,20k-40k,Employed,83519,False,55-64
ID_0740,35,Male,Bachelor's,20k-40k,Employed,60029,True,25-34
ID_0741,20,Male,HS Graduate,40k-60k,Retired,26316,True,18-24
ID_0742,18,Male,HS Graduate,40k-60k,Employed,70148,False,
ID_0743,50,Female,Master's,<20k,Retired,37203,False,45-54
ID_0744,24,Male,Some College,80k-100k,Employed,81529,False,18-24
ID_0745,27,Female,HS Graduate,80k-100k,Retired,64318,False,25-34
ID_0746,61,Male,Some College,80k-100k,Unemployed,84123,False,55-64
ID_0747,76,Male,HS Graduate,80k-100k,Employed,07766,True,65+
ID_0748,25,Male,Less than HS,80k-100k,Employed,31790,False,18-24
ID_0749,71,Male,Bachelor's,100k+,Retired,48681,False,65+
ID_0750,49,Female,Bachelor's,40k-60k,Student,60905,True,45-54
ID_0751,40,Male,Master's,40k-60k,Employed,38109,False,35-44
ID_0752,34,Female,Bachelor's,80k-100k,Student,98883,False,25-34
ID_0753,31,Female,Master's,80k-100k,Employed,58638,True,25-34
ID_0754,34,Male,Doctorate,100k+,Student,94709,True,25-34
ID_0755,42,Male,Bachelor's,60k-80k,Retired,83930,False,35-44
ID_0756,38,Male,Master's,20k-40k,Employed,22100,True,35-44
ID_0757,72,Male,Bachelor's,40k-60k,Unemployed,60163,False,65+
ID_0758,23,Female,HS Graduate,20k-40k,Employed,55428,False,18-24
ID_0759,37,Female,HS Graduate,80k-100k,Employed,73845,True,35-44
ID_0760,66,Female,HS Graduate,100k+,Retired,40444,False,65+
ID_0761,37,Female,Master's,60k-80k,Employed,55819,True,35-44
ID_0762,75,Male,Bachelor's,20k-40k,Retired,91364,True,65+
ID_0763,43,Male,Bachelor's,20k-40k,Student,83720,True,35-44
ID_0764,49,Other,HS Graduate,60k-80k,Employed,65322,False,45-54
ID_0765,25,Female,Some College,40k-60k,Employed,39577,True,18-24
ID_0766,62,Male,Less than HS,40k-60k,Employed,50548,True,55-64
ID_0767,65,Male,Master's,20k-40k,Employed,43576,False,55-64
ID_0768,61,Male,Master's,40k-60k,Employed,87727,False,55-64
ID_0769,76,Female,Bachelor's,20k-40k,Student,53709,True,65+
ID_0770,46,Female,Less than HS,60k-80k,Employed,80806,True,45-54
ID_0771,34,Male,HS Graduate,20k-40k,Employed,82766,False,25-34
ID_0772,35,Male,HS Graduate,60k-80k,Employed,67467,False,25-34
ID_0773,57,Male,HS Graduate,20k-40k,Employed,19415,False,55-64
ID_0774,35,Male,Bachelor's,20k-40k,Employed,99224,True,25-34
ID_0775,28,Female,HS Graduate,20k-40k,Unemployed,70217,True,25-34
ID_0776,62,Female,Some College,60k-80k,Employed,90712,False,55-64
ID_0777,29,Male,Bachelor's,40k-60k,Retired,77801,False,25-34
ID_0778,32,Female,Some College,80k-100k,Employed,62504,False,25-34
ID_0779,43,Male,HS Graduate,20k-40k,Employed,98634,False,35-44
ID_0780,74,Female,Doctorate,<20k,Retired,49721,False,65+
ID_0781,20,Female,Some College,20k-40k,Employed,37236,True,18-24
ID_0782,20,Male,Bachelor's,20k-40k,Student,63509,False,18-24
ID_0783,55,Female,HS Graduate,20k-40k,Retired,29986,True,45-54
ID_0784,52,Male,Bachelor's,<20k,Employed,02028,False,45-54
ID_0785,26,Male,HS Graduate,40k-60k,Unemployed,01218,False,25-34
ID_0786,60,Male,Bachelor's,60k-80k,Unemployed,76879,False,55-64
ID_0787,57,Male,Some College,80k-100k,Retired,99280,True,55-64
ID_0788,21,Female,HS Graduate,20k-40k,Employed,90542,False,18-24
ID_0789,71,Male,Less than HS,40k-60k,Employed,11217,True,65+
ID_0790,73,Female,Master's,80k-100k,Employed,67435,True,65+
