id,Ages1_urbanrural%urban,Ages1_urbanrural%rural,s2_hh_size%hhsize_1,s2_hh_size%hhsize_2,s2_hh_size%hhsize_3,s2_hh_size%hhsize_4,s2_hh_size%hhsize_5,s2_hh_size%hhsize_6,s2_hh_size%hhsize_7,s2_hh_size%hhsize_8,s3_hhtenure%owned_outright,s3_hhtenure%owned_mortgage,s3_hhtenure%private_rented,s3_hhtenure%social_rented
278582426,0,1,0,0,0,0,1,0,0,0,1,0,0,0
278589226,0,1,0,0,0,1,0,0,0,0,0,1,0,0
278596026,0,1,0,1,0,0,0,0,0,0,1,0,0,0
278602826,0,1,1,0,0,0,0,0,0,0,1,0,0,0
278623226,0,1,1,0,0,0,0,0,0,0,0,1,0,0
278643626,1,0,1,0,0,0,0,0,0,0,1,0,0,0
278670826,1,0,0,0,0,1,0,0,0,0,0,1,0,0
278677626,1,0,0,0,0,0,1,0,0,0,0,1,0,0
278684426,1,0,1,0,0,0,0,0,0,0,1,0,0,0
278691226,1,0,0,1,0,0,0,0,0,0,0,1,0,0
278732026,0,1,1,0,0,0,0,0,0,0,1,0,0,0
278738826,0,1,0,0,1,0,0,0,0,0,1,0,0,0
278745626,0,1,0,0,1,0,0,0,0,0,0,1,0,0
278759226,0,1,1,0,0,0,0,0,0,0,1,0,0,0
278766026,0,1,0,0,1,0,0,0,0,0,0,1,0,0
278780306,1,0,1,0,0,0,0,0,0,0,0,1,0,0
278786426,0,1,0,0,1,0,0,0,0,0,0,1,0,0
278793226,0,1,0,0,1,0,0,0,0,0,0,0,1,0
278800026,0,1,0,1,0,0,0,0,0,0,1,0,0,0
278806826,0,1,0,0,0,1,0,0,0,0,1,0,0,0
278813626,0,1,0,0,1,0,0,0,0,0,0,0,1,0
278820426,0,1,0,0,0,1,0,0,0,0,1,0,0,0
278827226,0,1,0,0,0,0,1,0,0,0,0,1,0,0
278840826,1,0,1,0,0,0,0,0,0,0,0,0,0,1
278861226,0,1,1,0,0,0,0,0,0,0,0,0,0,1
278868026,1,0,0,1,0,0,0,0,0,0,0,0,0,1
278874826,0,1,0,0,1,0,0,0,0,0,0,1,0,0
278888426,0,1,0,1,0,0,0,0,0,0,1,0,0,0
278895226,0,1,1,0,0,0,0,0,0,0,0,0,0,1
278902026,0,1,1,0,0,0,0,0,0,0,0,0,0,1
278915626,1,0,0,0,0,1,0,0,0,0,0,1,0,0
278922426,0,1,1,0,0,0,0,0,0,0,1,0,0,0
278949626,1,0,1,0,0,0,0,0,0,0,1,0,0,0
278956426,1,0,0,1,0,0,0,0,0,0,0,0,0,1
278957106,1,0,1,0,0,0,0,0,0,0,0,0,0,1
278963226,1,0,1,0,0,0,0,0,0,0,0,0,1,0
278976826,1,0,0,0,0,0,0,1,0,0,0,1,0,0
278983626,0,1,0,1,0,0,0,0,0,0,0,0,0,1
278990426,0,1,1,0,0,0,0,0,0,0,0,0,0,1
278997226,0,1,0,0,1,0,0,0,0,0,0,0,1,0
279004026,1,0,1,0,0,0,0,0,0,0,1,0,0,0
279010826,1,0,0,0,1,0,0,0,0,0,0,0,0,1
279031226,0,1,0,1,0,0,0,0,0,0,1,0,0,0
279044826,0,1,0,0,0,0,1,0,0,0,0,1,0,0
279051626,1,0,0,1,0,0,0,0,0,0,1,0,0,0
279058426,0,1,0,0,1,0,0,0,0,0,0,1,0,0
279065226,1,0,0,0,1,0,0,0,0,0,0,0,0,1
279078826,1,0,0,0,0,1,0,0,0,0,0,1,0,0
279085626,1,0,0,0,1,0,0,0,0,0,0,1,0,0
279092426,1,0,0,1,0,0,0,0,0,0,1,0,0,0
279099226,1,0,0,0,1,0,0,0,0,0,0,1,0,0
279106026,1,0,0,0,1,0,0,0,0,0,1,0,0,0
293875626,1,0,0,1,0,0,0,0,0,0,0,0,0,1
293909626,1,0,1,0,0,0,0,0,0,0,0,0,0,1
293943626,1,0,0,1,0,0,0,0,0,0,1,0,0,0
294004826,1,0,0,1,0,0,0,0,0,0,0,1,0,0
294168026,1,0,0,0,1,0,0,0,0,0,0,1,0,0
294195226,1,0,0,1,0,0,0,0,0,0,0,0,1,0
294242826,1,0,0,1,0,0,0,0,0,0,0,0,1,0
294297226,1,0,1,0,0,0,0,0,0,0,0,0,1,0
294304026,1,0,0,0,0,1,0,0,0,0,0,1,0,0
294324426,1,0,1,0,0,0,0,0,0,0,0,1,0,0
294399226,1,0,0,1,0,0,0,0,0,0,1,0,0,0
294542026,1,0,0,0,1,0,0,0,0,0,0,1,0,0
294569226,1,0,1,0,0,0,0,0,0,0,1,0,0,0
294596426,1,0,0,0,0,1,0,0,0,0,0,1,0,0
294814026,1,0,1,0,0,0,0,0,0,0,1,0,0,0
294861626,1,0,0,0,1,0,0,0,0,0,0,1,0,0
295018026,1,0,1,0,0,0,0,0,0,0,0,1,0,0
295031626,1,0,1,0,0,0,0,0,0,0,0,0,1,0
295038426,1,0,0,0,1,0,0,0,0,0,0,1,0,0
295099626,1,0,1,0,0,0,0,0,0,0,0,0,0,1
295133626,1,0,0,0,1,0,0,0,0,0,0,0,1,0
295147226,1,0,0,1,0,0,0,0,0,0,0,0,1,0
295154026,1,0,0,1,0,0,0,0,0,0,1,0,0,0
295215226,1,0,0,1,0,0,0,0,0,0,1,0,0,0
295235626,1,0,0,1,0,0,0,0,0,0,1,0,0,0
295296826,1,0,1,0,0,0,0,0,0,0,1,0,0,0
295460026,0,1,0,1,0,0,0,0,0,0,1,0,0,0
295514426,1,0,1,0,0,0,0,0,0,0,1,0,0,0
295528026,1,0,0,1,0,0,0,0,0,0,1,0,0,0
295548426,0,1,0,0,1,0,0,0,0,0,0,1,0,0
295568826,1,0,0,0,1,0,0,0,0,0,1,0,0,0
295664026,1,0,0,0,1,0,0,0,0,0,1,0,0,0
295670826,1,0,0,0,1,0,0,0,0,0,0,1,0,0
295677626,1,0,1,0,0,0,0,0,0,0,0,1,0,0
295684426,1,0,0,1,0,0,0,0,0,0,1,0,0,0
295698026,1,0,0,0,0,1,0,0,0,0,0,1,0,0
295704826,1,0,0,0,1,0,0,0,0,0,0,1,0,0
295725226,1,0,0,0,0,0,0,0,1,0,0,0,0,1
295732026,1,0,0,0,0,1,0,0,0,0,0,1,0,0
295766026,1,0,0,0,1,0,0,0,0,0,0,0,1,0
295779626,1,0,0,0,0,1,0,0,0,0,1,0,0,0
295800026,1,0,0,0,1,0,0,0,0,0,0,1,0,0
295827226,1,0,0,0,0,1,0,0,0,0,0,0,1,0
295874826,1,0,1,0,0,0,0,0,0,0,0,0,0,1
295922426,1,0,0,0,0,1,0,0,0,0,0,1,0,0
296031226,1,0,0,0,0,1,0,0,0,0,0,1,0,0
296072026,1,0,0,1,0,0,0,0,0,0,0,1,0,0
296112826,1,0,0,1,0,0,0,0,0,0,0,1,0,0
296119626,1,0,0,1,0,0,0,0,0,0,1,0,0,0
296153626,1,0,0,0,1,0,0,0,0,0,0,1,0,0
296160426,1,0,1,0,0,0,0,0,0,0,1,0,0,0
296174026,1,0,0,0,1,0,0,0,0,0,0,0,0,1
296214826,1,0,0,1,0,0,0,0,0,0,1,0,0,0
296344026,1,0,0,0,1,0,0,0,0,0,0,0,1,0
296364426,1,0,0,1,0,0,0,0,0,0,0,1,0,0
296398426,1,0,0,0,0,1,0,0,0,0,0,1,0,0
296412026,1,0,0,1,0,0,0,0,0,0,1,0,0,0
296486826,1,0,0,0,0,1,0,0,0,0,0,1,0,0
296493626,1,0,1,0,0,0,0,0,0,0,0,0,0,1
296520826,1,0,0,1,0,0,0,0,0,0,0,0,0,1
296575226,1,0,1,0,0,0,0,0,0,0,0,0,0,1
296609226,1,0,1,0,0,0,0,0,0,0,0,0,0,1
296616026,1,0,0,0,0,1,0,0,0,0,0,0,0,1
296622826,1,0,0,1,0,0,0,0,0,0,0,0,0,1
296650026,1,0,0,0,1,0,0,0,0,0,0,1,0,0
296670426,1,0,0,1,0,0,0,0,0,0,1,0,0,0
296731626,1,0,0,0,0,0,1,0,0,0,0,1,0,0
296854026,1,0,1,0,0,0,0,0,0,0,1,0,0,0
296888026,1,0,0,1,0,0,0,0,0,0,0,1,0,0
296894826,1,0,0,1,0,0,0,0,0,0,1,0,0,0
296942426,1,0,1,0,0,0,0,0,0,0,1,0,0,0
296949226,1,0,1,0,0,0,0,0,0,0,1,0,0,0
296996826,1,0,0,1,0,0,0,0,0,0,1,0,0,0
297010426,1,0,0,0,0,0,1,0,0,0,0,1,0,0
297017226,1,0,0,1,0,0,0,0,0,0,0,0,1,0
297064826,0,1,0,1,0,0,0,0,0,0,0,0,0,1
297078426,0,1,0,0,1,0,0,0,0,0,0,1,0,0
297085226,0,1,0,1,0,0,0,0,0,0,0,1,0,0
297105626,0,1,1,0,0,0,0,0,0,0,0,0,0,1
297180426,1,0,1,0,0,0,0,0,0,0,0,0,1,0
297200826,0,1,0,1,0,0,0,0,0,0,0,1,0,0
297228026,1,0,0,0,1,0,0,0,0,0,0,0,1,0
297350426,1,0,0,0,0,1,0,0,0,0,0,1,0,0
297425226,1,0,0,0,0,1,0,0,0,0,0,1,0,0
297452426,1,0,0,1,0,0,0,0,0,0,1,0,0,0
297459226,1,0,0,1,0,0,0,0,0,0,1,0,0,0
297588426,1,0,0,0,1,0,0,0,0,0,0,0,1,0
297615626,1,0,0,0,1,0,0,0,0,0,0,1,0,0
297649626,1,0,1,0,0,0,0,0,0,0,1,0,0,0
297724426,1,0,0,0,0,1,0,0,0,0,0,1,0,0
297833226,1,0,0,0,0,1,0,0,0,0,0,0,1,0
297914826,1,0,0,0,1,0,0,0,0,0,0,0,0,1
297989626,1,0,1,0,0,0,0,0,0,0,1,0,0,0
298003226,1,0,0,1,0,0,0,0,0,0,0,1,0,0
298023626,1,0,1,0,0,0,0,0,0,0,1,0,0,0
298173226,1,0,1,0,0,0,0,0,0,0,0,0,1,0
298214026,1,0,0,0,1,0,0,0,0,0,0,1,0,0
298220826,0,1,0,0,0,1,0,0,0,0,0,1,0,0
298302426,0,1,1,0,0,0,0,0,0,0,0,0,0,1
298336426,1,0,1,0,0,0,0,0,0,0,1,0,0,0
298363626,1,0,1,0,0,0,0,0,0,0,1,0,0,0
298377226,1,0,0,1,0,0,0,0,0,0,0,0,0,1
298438426,0,1,0,0,0,1,0,0,0,0,0,1,0,0
298458826,1,0,0,1,0,0,0,0,0,0,0,0,0,1
298574426,0,1,0,0,0,1,0,0,0,0,0,0,1,0
298690026,1,0,0,1,0,0,0,0,0,0,1,0,0,0
298696826,1,0,1,0,0,0,0,0,0,0,0,0,0,1
298710426,0,1,0,1,0,0,0,0,0,0,1,0,0,0
298724026,1,0,1,0,0,0,0,0,0,0,0,1,0,0
298832826,1,0,1,0,0,0,0,0,0,0,1,0,0,0
298900826,1,0,1,0,0,0,0,0,0,0,0,0,0,1
298928026,1,0,1,0,0,0,0,0,0,0,1,0,0,0
298941626,1,0,1,0,0,0,0,0,0,0,0,1,0,0
298989226,1,0,0,0,0,1,0,0,0,0,1,0,0,0
299023226,0,1,1,0,0,0,0,0,0,0,1,0,0,0
299104826,1,0,0,0,0,1,0,0,0,0,0,1,0,0
299138826,1,0,1,0,0,0,0,0,0,0,1,0,0,0
299240826,0,1,0,0,0,1,0,0,0,0,0,1,0,0
299274826,0,1,0,0,0,1,0,0,0,0,0,1,0,0
299322426,0,1,1,0,0,0,0,0,0,0,1,0,0,0
299438026,0,1,1,0,0,0,0,0,0,0,0,0,1,0
299506026,1,0,0,1,0,0,0,0,0,0,0,1,0,0
299567226,1,0,0,1,0,0,0,0,0,0,0,0,1,0
299608026,1,0,1,0,0,0,0,0,0,0,0,0,0,1
299635226,1,0,1,0,0,0,0,0,0,0,1,0,0,0
299648826,1,0,0,1,0,0,0,0,0,0,0,1,0,0
299866426,0,1,1,0,0,0,0,0,0,0,1,0,0,0
299934426,0,1,1,0,0,0,0,0,0,0,0,0,0,1
299988826,1,0,1,0,0,0,0,0,0,0,0,0,0,1
300022826,1,0,0,1,0,0,0,0,0,0,1,0,0,0
300029626,1,0,0,1,0,0,0,0,0,0,1,0,0,0
300036426,0,1,0,0,1,0,0,0,0,0,0,1,0,0
300056826,1,0,0,0,0,1,0,0,0,0,1,0,0,0
300063626,1,0,1,0,0,0,0,0,0,0,0,0,1,0
300084026,1,0,1,0,0,0,0,0,0,0,0,0,0,1
300097626,1,0,0,1,0,0,0,0,0,0,0,0,0,1
300104426,1,0,1,0,0,0,0,0,0,0,0,0,0,1
300111226,1,0,1,0,0,0,0,0,0,0,0,0,0,1
300158826,0,1,1,0,0,0,0,0,0,0,1,0,0,0
300206426,1,0,0,1,0,0,0,0,0,0,0,1,0,0
300220026,1,0,0,1,0,0,0,0,0,0,1,0,0,0
300226826,1,0,0,1,0,0,0,0,0,0,1,0,0,0
300322026,1,0,0,1,0,0,0,0,0,0,1,0,0,0
300349226,1,0,0,0,0,0,0,1,0,0,0,0,0,1
300396826,1,0,1,0,0,0,0,0,0,0,0,0,0,1
300417226,0,1,1,0,0,0,0,0,0,0,1,0,0,0
300430826,0,1,0,1,0,0,0,0,0,0,1,0,0,0
300444426,1,0,1,0,0,0,0,0,0,0,0,1,0,0
300478426,0,1,0,1,0,0,0,0,0,0,0,1,0,0
300587226,0,1,0,0,1,0,0,0,0,0,0,1,0,0
300696026,1,0,1,0,0,0,0,0,0,0,0,0,0,1
300743626,1,0,0,1,0,0,0,0,0,0,0,0,1,0
301015626,1,0,1,0,0,0,0,0,0,0,1,0,0,0
308808426,1,0,1,0,0,0,0,0,0,0,0,0,1,0
308883226,1,0,1,0,0,0,0,0,0,0,0,1,0,0
308903626,1,0,0,1,0,0,0,0,0,0,1,0,0,0
308930826,0,1,1,0,0,0,0,0,0,0,1,0,0,0
308937626,0,1,1,0,0,0,0,0,0,0,1,0,0,0
308985226,0,1,1,0,0,0,0,0,0,0,1,0,0,0
308998826,1,0,0,1,0,0,0,0,0,0,1,0,0,0
309053226,0,1,0,0,0,0,1,0,0,0,0,1,0,0
309080426,0,1,0,0,0,0,0,1,0,0,1,0,0,0
309182426,1,0,1,0,0,0,0,0,0,0,0,0,1,0
340006826,0,1,0,0,0,1,0,0,0,0,0,1,0,0
340013626,1,0,0,0,1,0,0,0,0,0,0,0,0,1
340034026,0,1,0,1,0,0,0,0,0,0,0,1,0,0
340054426,1,0,0,0,1,0,0,0,0,0,1,0,0,0
340061226,1,0,0,1,0,0,0,0,0,0,1,0,0,0
340068026,0,1,1,0,0,0,0,0,0,0,0,0,0,1
340108826,1,0,0,0,0,1,0,0,0,0,0,1,0,0
340115626,1,0,0,0,1,0,0,0,0,0,0,1,0,0
340122426,1,0,0,1,0,0,0,0,0,0,0,1,0,0
340129226,1,0,0,1,0,0,0,0,0,0,1,0,0,0
340136026,1,0,0,1,0,0,0,0,0,0,0,1,0,0
340142826,1,0,0,1,0,0,0,0,0,0,0,1,0,0
340149626,1,0,1,0,0,0,0,0,0,0,1,0,0,0
340156426,1,0,0,1,0,0,0,0,0,0,1,0,0,0
340163226,1,0,0,1,0,0,0,0,0,0,1,0,0,0
340170026,1,0,0,0,1,0,0,0,0,0,0,0,0,1
340170706,1,0,0,1,0,0,0,0,0,0,0,0,0,1
340190426,1,0,0,1,0,0,0,0,0,0,1,0,0,0
340204026,0,1,0,0,0,1,0,0,0,0,0,1,0,0
340210826,0,1,0,0,1,0,0,0,0,0,0,1,0,0
340217626,1,0,0,1,0,0,0,0,0,0,0,1,0,0
340231226,1,0,0,1,0,0,0,0,0,0,0,1,0,0
340244826,1,0,0,0,0,1,0,0,0,0,0,0,0,1
340258426,1,0,0,0,1,0,0,0,0,0,0,0,0,1
340272026,1,0,1,0,0,0,0,0,0,0,1,0,0,0
340292426,1,0,0,0,1,0,0,0,0,0,1,0,0,0
340299226,1,0,0,1,0,0,0,0,0,0,1,0,0,0
340312826,1,0,0,0,1,0,0,0,0,0,0,1,0,0
340319626,0,1,0,0,1,0,0,0,0,0,0,1,0,0
340326426,1,0,0,0,0,0,1,0,0,0,0,1,0,0
340333226,1,0,1,0,0,0,0,0,0,0,1,0,0,0
340340026,1,0,0,0,0,1,0,0,0,0,0,1,0,0
340346826,1,0,1,0,0,0,0,0,0,0,1,0,0,0
340353626,1,0,0,0,1,0,0,0,0,0,1,0,0,0
340367226,1,0,1,0,0,0,0,0,0,0,0,1,0,0
340380826,1,0,1,0,0,0,0,0,0,0,0,1,0,0
340394426,1,0,0,1,0,0,0,0,0,0,0,1,0,0
340401226,1,0,0,0,0,1,0,0,0,0,0,1,0,0
340408026,1,0,0,1,0,0,0,0,0,0,1,0,0,0
340414826,1,0,0,1,0,0,0,0,0,0,0,1,0,0
340421626,1,0,0,1,0,0,0,0,0,0,0,1,0,0
340428426,1,0,1,0,0,0,0,0,0,0,1,0,0,0
340435226,1,0,0,1,0,0,0,0,0,0,1,0,0,0
340442026,1,0,1,0,0,0,0,0,0,0,0,0,0,1
340455626,1,0,1,0,0,0,0,0,0,0,0,0,0,1
340476026,0,1,0,1,0,0,0,0,0,0,1,0,0,0
340489626,0,1,0,0,0,0,1,0,0,0,0,0,0,1
340503226,1,0,1,0,0,0,0,0,0,0,0,1,0,0
340510026,1,0,0,0,0,1,0,0,0,0,0,1,0,0
340516826,1,0,0,1,0,0,0,0,0,0,1,0,0,0
340523626,1,0,1,0,0,0,0,0,0,0,1,0,0,0
340530426,1,0,0,0,0,0,1,0,0,0,0,1,0,0
340537226,1,0,0,0,0,1,0,0,0,0,0,1,0,0
340544026,1,0,0,1,0,0,0,0,0,0,1,0,0,0
340550826,1,0,0,0,1,0,0,0,0,0,0,1,0,0
340557626,0,1,0,0,0,1,0,0,0,0,0,1,0,0
340571226,1,0,0,1,0,0,0,0,0,0,1,0,0,0
340584826,1,0,0,1,0,0,0,0,0,0,0,0,0,1
340591626,1,0,0,1,0,0,0,0,0,0,0,0,0,1
340598426,1,0,1,0,0,0,0,0,0,0,0,0,0,1
340605226,1,0,0,0,0,1,0,0,0,0,0,1,0,0
340612026,1,0,1,0,0,0,0,0,0,0,0,0,1,0
340618826,1,0,0,1,0,0,0,0,0,0,1,0,0,0
340625626,1,0,0,0,0,1,0,0,0,0,0,1,0,0
340632426,1,0,0,0,0,0,1,0,0,0,0,1,0,0
340639226,1,0,0,1,0,0,0,0,0,0,1,0,0,0
340646026,1,0,0,0,1,0,0,0,0,0,1,0,0,0
340680026,0,1,0,1,0,0,0,0,0,0,0,0,1,0
340686826,1,0,0,0,1,0,0,0,0,0,0,1,0,0
340687506,1,0,1,0,0,0,0,0,0,0,0,1,0,0
340693626,1,0,1,0,0,0,0,0,0,0,0,1,0,0
340700426,0,1,0,0,0,1,0,0,0,0,0,1,0,0
340707226,1,0,1,0,0,0,0,0,0,0,1,0,0,0
340714026,1,0,0,1,0,0,0,0,0,0,0,1,0,0
340734426,0,1,1,0,0,0,0,0,0,0,0,1,0,0
340748026,1,0,0,0,0,1,0,0,0,0,0,0,0,1
340754826,1,0,1,0,0,0,0,0,0,0,0,0,1,0
340761626,1,0,0,0,1,0,0,0,0,0,0,0,0,1
340768426,1,0,0,1,0,0,0,0,0,0,1,0,0,0
340782026,1,0,0,0,1,0,0,0,0,0,1,0,0,0
340788826,1,0,0,1,0,0,0,0,0,0,1,0,0,0
340795626,1,0,0,0,0,1,0,0,0,0,0,1,0,0
340802426,1,0,0,0,0,1,0,0,0,0,0,1,0,0
340809226,1,0,0,0,0,1,0,0,0,0,0,1,0,0
340816026,1,0,0,0,0,1,0,0,0,0,1,0,0,0
340822826,0,1,1,0,0,0,0,0,0,0,1,0,0,0
340836426,0,1,0,0,1,0,0,0,0,0,1,0,0,0
340856826,1,0,0,1,0,0,0,0,0,0,1,0,0,0
340877226,1,0,0,0,1,0,0,0,0,0,1,0,0,0
340884026,1,0,0,0,0,1,0,0,0,0,0,0,1,0
340890826,1,0,0,0,0,0,1,0,0,0,1,0,0,0
340897626,1,0,0,0,1,0,0,0,0,0,1,0,0,0
340918026,0,1,1,0,0,0,0,0,0,0,1,0,0,0
340931626,0,1,1,0,0,0,0,0,0,0,0,1,0,0
340945226,1,0,0,0,0,1,0,0,0,0,0,0,0,1
340952026,0,1,1,0,0,0,0,0,0,0,0,0,1,0
340952706,1,0,0,1,0,0,0,0,0,0,0,1,0,0
340958826,1,0,0,1,0,0,0,0,0,0,0,0,0,1
340999626,1,0,1,0,0,0,0,0,0,0,0,0,0,1
341013226,1,0,0,0,1,0,0,0,0,0,0,1,0,0
341026826,0,1,1,0,0,0,0,0,0,0,0,1,0,0
341040426,1,0,0,1,0,0,0,0,0,0,1,0,0,0
341047226,1,0,0,0,0,1,0,0,0,0,0,1,0,0
341054026,1,0,0,0,0,1,0,0,0,0,0,1,0,0
341060826,1,0,1,0,0,0,0,0,0,0,0,0,0,1
341108426,1,0,0,1,0,0,0,0,0,0,0,1,0,0
341128826,1,0,0,1,0,0,0,0,0,0,1,0,0,0
341135626,0,1,1,0,0,0,0,0,0,0,1,0,0,0
341142426,0,1,0,0,1,0,0,0,0,0,0,0,1,0
341149226,0,1,0,1,0,0,0,0,0,0,0,0,0,1
341156026,1,0,1,0,0,0,0,0,0,0,0,0,1,0
341162826,1,0,1,0,0,0,0,0,0,0,0,1,0,0
341169626,1,0,1,0,0,0,0,0,0,0,0,1,0,0
341176426,1,0,0,0,1,0,0,0,0,0,0,1,0,0
341183226,1,0,0,1,0,0,0,0,0,0,1,0,0,0
341190026,1,0,1,0,0,0,0,0,0,0,0,0,1,0
341196826,1,0,0,1,0,0,0,0,0,0,0,1,0,0
341203626,1,0,1,0,0,0,0,0,0,0,0,1,0,0
341210426,1,0,0,1,0,0,0,0,0,0,1,0,0,0
341217226,0,1,0,1,0,0,0,0,0,0,0,1,0,0
341224026,0,1,0,1,0,0,0,0,0,0,0,1,0,0
341230826,0,1,1,0,0,0,0,0,0,0,1,0,0,0
341237626,1,0,1,0,0,0,0,0,0,0,1,0,0,0
341244426,1,0,0,1,0,0,0,0,0,0,1,0,0,0
341251226,0,1,0,1,0,0,0,0,0,0,1,0,0,0
341258026,1,0,0,1,0,0,0,0,0,0,1,0,0,0
341264826,1,0,1,0,0,0,0,0,0,0,1,0,0,0
341271626,1,0,0,1,0,0,0,0,0,0,1,0,0,0
341278426,1,0,0,0,0,1,0,0,0,0,1,0,0,0
341292026,1,0,0,1,0,0,0,0,0,0,1,0,0,0
341305626,1,0,1,0,0,0,0,0,0,0,1,0,0,0
341312426,0,1,0,0,1,0,0,0,0,0,0,1,0,0
341319226,0,1,1,0,0,0,0,0,0,0,1,0,0,0
341332826,0,1,0,1,0,0,0,0,0,0,0,1,0,0
341339626,1,0,0,0,1,0,0,0,0,0,0,1,0,0
341340306,1,0,1,0,0,0,0,0,0,0,0,0,1,0
341353226,1,0,0,0,1,0,0,0,0,0,0,1,0,0
341360026,1,0,1,0,0,0,0,0,0,0,1,0,0,0
341366826,0,1,0,1,0,0,0,0,0,0,1,0,0,0
341373626,1,0,0,1,0,0,0,0,0,0,1,0,0,0
341380426,1,0,0,1,0,0,0,0,0,0,1,0,0,0
341394026,1,0,0,0,1,0,0,0,0,0,0,0,0,1
341400826,1,0,0,1,0,0,0,0,0,0,1,0,0,0
341407626,1,0,0,1,0,0,0,0,0,0,1,0,0,0
341414426,1,0,0,1,0,0,0,0,0,0,0,0,1,0
341421226,1,0,0,1,0,0,0,0,0,0,0,1,0,0
341428026,1,0,0,1,0,0,0,0,0,0,0,0,1,0
341434826,0,1,1,0,0,0,0,0,0,0,1,0,0,0
341441626,1,0,1,0,0,0,0,0,0,0,1,0,0,0
341455226,0,1,1,0,0,0,0,0,0,0,1,0,0,0
341462026,1,0,1,0,0,0,0,0,0,0,1,0,0,0
341468826,0,1,1,0,0,0,0,0,0,0,1,0,0,0
341475626,0,1,0,1,0,0,0,0,0,0,0,1,0,0
341482426,0,1,0,1,0,0,0,0,0,0,1,0,0,0
341489226,1,0,0,1,0,0,0,0,0,0,1,0,0,0
341496026,0,1,0,1,0,0,0,0,0,0,1,0,0,0
341502826,1,0,0,0,0,1,0,0,0,0,0,1,0,0
341523226,0,1,0,1,0,0,0,0,0,0,0,1,0,0
341530026,0,1,1,0,0,0,0,0,0,0,0,1,0,0
341543626,1,0,0,0,1,0,0,0,0,0,0,1,0,0
341557226,1,0,1,0,0,0,0,0,0,0,1,0,0,0
341570826,1,0,0,1,0,0,0,0,0,0,0,1,0,0
341577626,1,0,0,0,0,1,0,0,0,0,0,1,0,0
341584426,1,0,0,1,0,0,0,0,0,0,1,0,0,0
341591226,1,0,0,1,0,0,0,0,0,0,1,0,0,0
341598026,1,0,0,0,0,0,0,1,0,0,0,1,0,0
341604826,0,1,0,1,0,0,0,0,0,0,0,0,1,0
341611626,1,0,0,1,0,0,0,0,0,0,1,0,0,0
341618426,0,1,0,1,0,0,0,0,0,0,1,0,0,0
341625226,0,1,0,0,1,0,0,0,0,0,0,1,0,0
341632026,1,0,1,0,0,0,0,0,0,0,0,1,0,0
341638826,1,0,0,1,0,0,0,0,0,0,1,0,0,0
341645626,1,0,0,1,0,0,0,0,0,0,0,1,0,0
341652426,1,0,0,1,0,0,0,0,0,0,1,0,0,0
341672826,1,0,1,0,0,0,0,0,0,0,1,0,0,0
341679626,1,0,1,0,0,0,0,0,0,0,0,1,0,0
341686426,1,0,0,0,1,0,0,0,0,0,1,0,0,0
341700026,1,0,1,0,0,0,0,0,0,0,1,0,0,0
341720426,0,1,0,0,1,0,0,0,0,0,1,0,0,0
341734026,0,1,0,1,0,0,0,0,0,0,0,1,0,0
341740826,0,1,0,1,0,0,0,0,0,0,1,0,0,0
341747626,1,0,0,1,0,0,0,0,0,0,0,1,0,0
341754426,1,0,0,1,0,0,0,0,0,0,1,0,0,0
341761226,1,0,1,0,0,0,0,0,0,0,1,0,0,0
341768026,1,0,1,0,0,0,0,0,0,0,0,0,0,1
341774826,1,0,0,0,1,0,0,0,0,0,0,1,0,0
341788426,0,1,0,0,0,1,0,0,0,0,0,1,0,0
341795226,1,0,1,0,0,0,0,0,0,0,1,0,0,0
341808826,0,1,0,1,0,0,0,0,0,0,1,0,0,0
341815626,1,0,0,0,0,1,0,0,0,0,0,1,0,0
341822426,1,0,0,1,0,0,0,0,0,0,0,1,0,0
341829226,1,0,0,0,1,0,0,0,0,0,0,1,0,0
341836026,1,0,0,1,0,0,0,0,0,0,1,0,0,0
341849626,1,0,1,0,0,0,0,0,0,0,0,0,0,1
341856426,1,0,0,0,1,0,0,0,0,0,1,0,0,0
341863226,0,1,0,1,0,0,0,0,0,0,0,1,0,0
341870026,1,0,0,1,0,0,0,0,0,0,1,0,0,0
341876826,1,0,0,0,0,1,0,0,0,0,0,0,0,1
341883626,1,0,0,1,0,0,0,0,0,0,1,0,0,0
341890426,1,0,0,0,0,1,0,0,0,0,0,1,0,0
341897226,0,1,0,1,0,0,0,0,0,0,1,0,0,0
341904026,0,1,1,0,0,0,0,0,0,0,0,0,1,0
341910826,1,0,0,0,1,0,0,0,0,0,0,1,0,0
341917626,0,1,0,1,0,0,0,0,0,0,0,0,1,0
341924426,0,1,0,1,0,0,0,0,0,0,1,0,0,0
341931226,0,1,0,1,0,0,0,0,0,0,1,0,0,0
341938026,1,0,0,1,0,0,0,0,0,0,1,0,0,0
341944826,0,1,1,0,0,0,0,0,0,0,1,0,0,0
341951626,1,0,0,0,1,0,0,0,0,0,1,0,0,0
341965226,1,0,0,1,0,0,0,0,0,0,1,0,0,0
341972026,1,0,0,1,0,0,0,0,0,0,1,0,0,0
341978826,1,0,0,0,1,0,0,0,0,0,0,0,1,0
341985626,1,0,0,1,0,0,0,0,0,0,0,0,0,1
341992426,0,1,0,1,0,0,0,0,0,0,0,1,0,0
341999226,1,0,1,0,0,0,0,0,0,0,0,1,0,0
