hidp,s1_urbanrural,s2_hh_size,s3_hhtenure
346344426,urban,hhsize_1,owned_outright
346351226,urban,hhsize_2,owned_outright
346364826,urban,hhsize_4,owned_outright
346385226,rural,hhsize_3,owned_mortgage
346392026,rural,hhsize_4,owned_mortgage
346398826,urban,hhsize_1,owned_mortgage
346405626,rural,hhsize_1,owned_outright
346419226,rural,hhsize_1,private_rented
346439626,urban,hhsize_2,owned_outright
346446426,urban,hhsize_2,private_rented
346453226,rural,hhsize_2,owned_outright
346460026,rural,hhsize_4,owned_outright
346473626,rural,hhsize_2,social_rented
346487226,rural,hhsize_1,social_rented
346494026,rural,hhsize_1,owned_outright
346500826,urban,hhsize_1,owned_outright
346507626,urban,hhsize_1,social_rented
346508306,urban,hhsize_2,social_rented
346555226,rural,hhsize_4,owned_mortgage
346562026,rural,hhsize_1,owned_outright
346568826,rural,hhsize_1,owned_outright
346596026,rural,hhsize_1,owned_outright
346602826,rural,hhsize_1,owned_outright
346616426,urban,hhsize_2,owned_outright
346630026,urban,hhsize_2,owned_mortgage
346636826,urban,hhsize_4,owned_outright
346650426,urban,hhsize_1,owned_mortgage
346657226,urban,hhsize_2,owned_outright
346664026,urban,hhsize_2,owned_outright
346670826,urban,hhsize_4,private_rented
346677626,rural,hhsize_1,social_rented
346698026,urban,hhsize_1,social_rented
346704826,rural,hhsize_2,private_rented
346711626,urban,hhsize_3,social_rented
346718426,urban,hhsize_5,owned_mortgage
346725226,urban,hhsize_2,owned_outright
346732026,urban,hhsize_3,owned_mortgage
346738826,urban,hhsize_2,owned_outright
346745626,urban,hhsize_2,owned_mortgage
346752426,urban,hhsize_1,social_rented
361828026,urban,hhsize_1,owned_mortgage
361834826,urban,hhsize_1,owned_outright
361855226,urban,hhsize_2,owned_outright
361957226,urban,hhsize_5,owned_outright
361998026,urban,hhsize_4,private_rented
362018426,urban,hhsize_3,owned_outright
362025226,urban,hhsize_3,owned_outright
362113626,urban,hhsize_2,owned_mortgage
362120426,urban,hhsize_1,private_rented
362134026,urban,hhsize_2,owned_outright
362140826,urban,hhsize_3,private_rented
362242826,urban,hhsize_1,owned_outright
362249626,urban,hhsize_2,private_rented
362290426,urban,hhsize_2,owned_outright
362297226,urban,hhsize_2,owned_outright
362365226,urban,hhsize_4,owned_outright
362412826,urban,hhsize_2,private_rented
362419626,rural,hhsize_5,social_rented
362514826,urban,hhsize_3,private_rented
362535226,rural,hhsize_4,owned_mortgage
362542026,urban,hhsize_2,owned_outright
362569226,urban,hhsize_2,owned_outright
362582826,urban,hhsize_2,owned_outright
362589626,urban,hhsize_2,owned_mortgage
362596426,urban,hhsize_1,owned_outright
362671226,urban,hhsize_1,owned_outright
362752826,urban,hhsize_2,owned_outright
362780026,urban,hhsize_2,owned_outright
362807226,urban,hhsize_2,private_rented
362963626,urban,hhsize_2,owned_outright
363031626,urban,hhsize_4,owned_outright
363045226,urban,hhsize_2,owned_outright
363133626,urban,hhsize_1,social_rented
363140426,urban,hhsize_4,owned_outright
363188026,urban,hhsize_1,owned_outright
363228826,urban,hhsize_5,owned_mortgage
363242426,urban,hhsize_4,owned_mortgage
363269626,urban,hhsize_5,owned_mortgage
363296826,urban,hhsize_4,private_rented
363412426,rural,hhsize_2,owned_outright
363419226,rural,hhsize_4,owned_mortgage
363432826,urban,hhsize_1,social_rented
363507626,urban,hhsize_2,private_rented
363616426,urban,hhsize_4,owned_mortgage
363643626,urban,hhsize_2,owned_outright
363657226,urban,hhsize_2,owned_outright
363684426,urban,hhsize_1,owned_mortgage
363766026,urban,hhsize_1,owned_outright
363820426,urban,hhsize_2,owned_mortgage
363847626,urban,hhsize_8,owned_mortgage
363874826,urban,hhsize_4,private_rented
363922426,urban,hhsize_3,private_rented
364010826,urban,hhsize_2,owned_mortgage
364038026,urban,hhsize_1,owned_mortgage
364140026,urban,hhsize_2,social_rented
364221626,urban,hhsize_4,owned_mortgage
364337226,urban,hhsize_3,private_rented
364384826,urban,hhsize_3,owned_mortgage
364405226,urban,hhsize_1,owned_outright
364446026,urban,hhsize_1,social_rented
364452826,urban,hhsize_5,owned_mortgage
364466426,urban,hhsize_2,owned_outright
364473226,urban,hhsize_1,social_rented
364514026,urban,hhsize_2,social_rented
364520826,urban,hhsize_2,owned_outright
364554826,urban,hhsize_2,owned_outright
364595626,urban,hhsize_1,owned_outright
364616026,urban,hhsize_5,private_rented
364622826,urban,hhsize_6,owned_mortgage
364690826,urban,hhsize_2,private_rented
364731626,rural,hhsize_4,social_rented
364765626,rural,hhsize_4,owned_mortgage
364799626,rural,hhsize_1,owned_outright
364813226,rural,hhsize_5,owned_mortgage
364908426,rural,hhsize_2,owned_mortgage
364949226,rural,hhsize_4,owned_mortgage
364962826,rural,hhsize_1,social_rented
364983226,urban,hhsize_1,owned_outright
365044426,urban,hhsize_4,owned_mortgage
365092026,urban,hhsize_2,private_rented
365153226,rural,hhsize_1,owned_outright
365166826,rural,hhsize_4,owned_mortgage
365207626,urban,hhsize_1,owned_mortgage
365275626,rural,hhsize_4,owned_outright
365282426,rural,hhsize_2,owned_outright
365289226,urban,hhsize_3,social_rented
365316426,urban,hhsize_4,private_rented
365377626,urban,hhsize_2,owned_outright
365391226,urban,hhsize_3,social_rented
365459226,rural,hhsize_2,owned_outright
365472826,rural,hhsize_1,owned_outright
365493226,urban,hhsize_1,owned_outright
365500026,urban,hhsize_1,private_rented
365568026,rural,hhsize_3,owned_mortgage
365656426,rural,hhsize_3,owned_outright
365704026,urban,hhsize_1,social_rented
365724426,urban,hhsize_1,social_rented
365758426,rural,hhsize_1,owned_outright
365772026,urban,hhsize_6,owned_mortgage
365799226,urban,hhsize_1,social_rented
365812826,urban,hhsize_1,private_rented
365846826,urban,hhsize_1,owned_outright
365894426,rural,hhsize_1,owned_outright
365901226,rural,hhsize_2,owned_mortgage
365935226,urban,hhsize_1,owned_outright
365942026,urban,hhsize_3,owned_mortgage
366010026,rural,hhsize_7,owned_mortgage
366044026,urban,hhsize_1,private_rented
366071226,rural,hhsize_2,owned_outright
366091626,rural,hhsize_1,owned_outright
366105226,urban,hhsize_1,owned_mortgage
366118826,rural,hhsize_2,owned_outright
366193626,urban,hhsize_4,owned_mortgage
366200426,urban,hhsize_1,owned_mortgage
366261626,rural,hhsize_3,owned_mortgage
366275226,urban,hhsize_2,social_rented
366295626,urban,hhsize_2,owned_outright
366302426,rural,hhsize_2,owned_outright
366336426,urban,hhsize_2,social_rented
366363626,rural,hhsize_4,owned_outright
366390826,urban,hhsize_2,owned_outright
366424826,urban,hhsize_1,owned_outright
366465626,urban,hhsize_5,owned_mortgage
366499626,urban,hhsize_2,private_rented
366506426,urban,hhsize_2,private_rented
366540426,urban,hhsize_2,owned_mortgage
366574426,urban,hhsize_2,owned_outright
366622026,urban,hhsize_1,social_rented
366717226,rural,hhsize_2,owned_outright
366751226,rural,hhsize_2,social_rented
366785226,urban,hhsize_1,social_rented
366866826,rural,hhsize_2,owned_outright
366887226,rural,hhsize_3,private_rented
366900826,rural,hhsize_1,owned_outright
366941626,rural,hhsize_2,owned_mortgage
367023226,urban,hhsize_2,owned_mortgage
367030026,urban,hhsize_1,owned_outright
367084426,urban,hhsize_2,owned_outright
367152426,rural,hhsize_2,owned_outright
367200026,urban,hhsize_2,owned_outright
367261226,urban,hhsize_2,owned_outright
367268026,rural,hhsize_2,owned_outright
367329226,urban,hhsize_1,owned_outright
367370026,rural,hhsize_2,owned_outright
367404026,urban,hhsize_2,private_rented
367438026,rural,hhsize_2,owned_mortgage
367458426,urban,hhsize_1,social_rented
367485626,urban,hhsize_1,social_rented
367560426,urban,hhsize_1,social_rented
367621626,urban,hhsize_2,private_rented
367628426,urban,hhsize_2,private_rented
367648826,urban,hhsize_2,owned_mortgage
367669226,rural,hhsize_2,owned_outright
367764426,urban,hhsize_5,owned_outright
367907226,rural,hhsize_2,owned_outright
367968426,rural,hhsize_4,owned_mortgage
368022826,rural,hhsize_2,owned_mortgage
368056826,rural,hhsize_2,owned_mortgage
368077226,urban,hhsize_1,social_rented
368104426,rural,hhsize_1,social_rented
368192826,urban,hhsize_2,owned_mortgage
368220026,urban,hhsize_3,private_rented
368226826,urban,hhsize_1,owned_mortgage
368301626,rural,hhsize_4,owned_outright
368335626,urban,hhsize_2,social_rented
368362826,rural,hhsize_3,owned_mortgage
368383226,urban,hhsize_3,owned_mortgage
368430826,rural,hhsize_2,owned_outright
368600826,urban,hhsize_2,private_rented
368832026,urban,hhsize_1,owned_mortgage
368886426,urban,hhsize_1,owned_mortgage
368913626,rural,hhsize_1,private_rented
368947626,urban,hhsize_2,owned_outright
368981626,urban,hhsize_2,social_rented
368988426,urban,hhsize_1,owned_mortgage
369029226,urban,hhsize_1,owned_mortgage
376686026,rural,hhsize_1,private_rented
376699626,rural,hhsize_4,owned_outright
376747226,rural,hhsize_2,owned_outright
376794826,urban,hhsize_1,private_rented
376896826,urban,hhsize_1,social_rented
376951226,urban,hhsize_3,owned_mortgage
408006826,urban,hhsize_1,social_rented
408013626,urban,hhsize_1,owned_outright
408027226,urban,hhsize_2,owned_outright
408034026,rural,hhsize_2,owned_outright
408040826,urban,hhsize_1,private_rented
408047626,urban,hhsize_1,owned_outright
408061226,urban,hhsize_1,owned_outright
408068026,urban,hhsize_1,social_rented
408088426,urban,hhsize_4,owned_mortgage
408095226,urban,hhsize_2,social_rented
408108826,urban,hhsize_2,owned_mortgage
408115626,urban,hhsize_2,private_rented
408129226,urban,hhsize_2,owned_outright
408149626,urban,hhsize_1,owned_outright
408156426,urban,hhsize_4,owned_mortgage
408163226,rural,hhsize_2,owned_outright
408170026,urban,hhsize_2,owned_outright
408183626,urban,hhsize_1,private_rented
408197226,urban,hhsize_3,social_rented
408204026,urban,hhsize_2,owned_outright
408210826,urban,hhsize_2,owned_mortgage
408224426,urban,hhsize_1,private_rented
408231226,urban,hhsize_2,owned_mortgage
408238026,urban,hhsize_3,owned_mortgage
408244826,urban,hhsize_4,owned_mortgage
408251626,urban,hhsize_2,owned_outright
408258426,urban,hhsize_1,owned_outright
408292426,urban,hhsize_5,owned_outright
408299226,urban,hhsize_2,owned_outright
408319626,urban,hhsize_7,private_rented
408353626,urban,hhsize_4,owned_mortgage
408360426,urban,hhsize_2,owned_mortgage
408367226,urban,hhsize_2,owned_mortgage
408374026,urban,hhsize_1,private_rented
408380826,rural,hhsize_2,owned_mortgage
408387626,urban,hhsize_1,owned_outright
408394426,urban,hhsize_2,owned_outright
408401226,urban,hhsize_3,owned_outright
408408026,urban,hhsize_4,owned_outright
408414826,urban,hhsize_2,owned_outright
408421626,rural,hhsize_4,owned_mortgage
408428426,urban,hhsize_3,private_rented
408435226,urban,hhsize_2,owned_mortgage
408448826,urban,hhsize_4,social_rented
408455626,rural,hhsize_4,owned_mortgage
408462426,rural,hhsize_2,owned_outright
408469226,urban,hhsize_1,private_rented
408476026,rural,hhsize_2,owned_outright
408482826,rural,hhsize_2,owned_outright
408489626,rural,hhsize_2,owned_outright
408496426,rural,hhsize_2,owned_outright
408503226,rural,hhsize_2,owned_outright
408510026,rural,hhsize_2,owned_mortgage
408516826,rural,hhsize_2,owned_outright
408530426,urban,hhsize_2,owned_outright
408537226,urban,hhsize_2,owned_mortgage
408544026,urban,hhsize_4,social_rented
408550826,urban,hhsize_2,social_rented
408557626,urban,hhsize_2,owned_mortgage
408564426,urban,hhsize_5,owned_mortgage
408578026,urban,hhsize_2,owned_outright
408584826,urban,hhsize_3,owned_mortgage
408598426,urban,hhsize_1,owned_outright
408605226,urban,hhsize_4,owned_mortgage
408612026,rural,hhsize_1,owned_outright
408618826,rural,hhsize_1,owned_outright
408632426,urban,hhsize_3,owned_mortgage
408639226,urban,hhsize_1,owned_mortgage
408646026,urban,hhsize_2,private_rented
408659626,urban,hhsize_1,owned_outright
408666426,rural,hhsize_1,owned_outright
408693626,rural,hhsize_2,owned_mortgage
408700426,rural,hhsize_2,owned_outright
408707226,urban,hhsize_2,owned_mortgage
408714026,urban,hhsize_4,social_rented
408727626,rural,hhsize_4,owned_mortgage
408741226,urban,hhsize_2,social_rented
408761626,rural,hhsize_3,owned_mortgage
408768426,urban,hhsize_3,owned_outright
408775226,urban,hhsize_2,owned_mortgage
408782026,urban,hhsize_3,private_rented
408795626,rural,hhsize_2,owned_outright
408802426,rural,hhsize_2,owned_outright
408809226,rural,hhsize_2,owned_outright
408816026,rural,hhsize_2,owned_outright
408843226,urban,hhsize_2,owned_outright
408856826,urban,hhsize_2,owned_outright
408870426,urban,hhsize_2,owned_outright
408877226,urban,hhsize_4,owned_mortgage
408884026,rural,hhsize_2,owned_mortgage
408890826,urban,hhsize_2,owned_outright
408897626,urban,hhsize_4,owned_mortgage
408904426,urban,hhsize_3,owned_mortgage
408911226,urban,hhsize_2,owned_outright
408924826,urban,hhsize_2,owned_outright
408938426,rural,hhsize_5,owned_mortgage
408952026,urban,hhsize_3,owned_outright
408958826,urban,hhsize_1,owned_mortgage
408965626,urban,hhsize_2,owned_outright
408972426,urban,hhsize_1,owned_outright
408979226,urban,hhsize_2,owned_outright
408986026,urban,hhsize_4,owned_mortgage
408992826,urban,hhsize_3,owned_mortgage
409006426,urban,hhsize_2,owned_outright
409013226,urban,hhsize_1,private_rented
409020026,urban,hhsize_2,social_rented
409026826,urban,hhsize_2,owned_mortgage
409047226,urban,hhsize_4,social_rented
409054026,urban,hhsize_4,private_rented
409060826,urban,hhsize_2,social_rented
409067626,rural,hhsize_6,social_rented
409074426,urban,hhsize_2,owned_outright
409094826,rural,hhsize_2,owned_outright
409101626,rural,hhsize_2,owned_mortgage
409108426,rural,hhsize_1,owned_mortgage
409115226,rural,hhsize_2,owned_outright
409135626,rural,hhsize_2,owned_outright
409149226,urban,hhsize_3,owned_outright
409156026,urban,hhsize_1,social_rented
409162826,rural,hhsize_2,owned_mortgage
409169626,urban,hhsize_1,social_rented
409176426,urban,hhsize_2,owned_outright
409183226,urban,hhsize_2,owned_outright
409190026,rural,hhsize_1,private_rented
409190706,urban,hhsize_1,owned_outright
409196826,urban,hhsize_4,owned_mortgage
409203626,urban,hhsize_2,owned_outright
409210426,urban,hhsize_1,owned_mortgage
409217226,urban,hhsize_2,owned_outright
409224026,urban,hhsize_1,owned_mortgage
409244426,rural,hhsize_1,owned_outright
409251226,rural,hhsize_2,owned_outright
409258026,urban,hhsize_2,owned_outright
409264826,urban,hhsize_3,owned_mortgage
409271626,urban,hhsize_2,owned_outright
409278426,urban,hhsize_3,owned_mortgage
409285226,urban,hhsize_2,private_rented
409298826,urban,hhsize_5,owned_mortgage
409305626,urban,hhsize_2,owned_outright
409312426,urban,hhsize_4,owned_outright
409319226,urban,hhsize_1,social_rented
409326026,urban,hhsize_2,owned_outright
409346426,urban,hhsize_2,owned_outright
409353226,urban,hhsize_1,social_rented
409360026,urban,hhsize_1,owned_outright
409366826,urban,hhsize_3,owned_mortgage
409373626,urban,hhsize_1,owned_outright
409380426,urban,hhsize_4,owned_mortgage
409400826,urban,hhsize_4,owned_mortgage
409407626,urban,hhsize_1,owned_outright
409414426,rural,hhsize_1,social_rented
409428026,urban,hhsize_2,social_rented
409434826,urban,hhsize_2,private_rented
409441626,urban,hhsize_1,social_rented
409448426,urban,hhsize_2,private_rented
409455226,urban,hhsize_6,owned_mortgage
409462026,urban,hhsize_2,owned_mortgage
409468826,urban,hhsize_1,private_rented
409482426,urban,hhsize_2,owned_outright
409489226,urban,hhsize_4,owned_mortgage
409496026,urban,hhsize_2,owned_outright
409502826,urban,hhsize_2,social_rented
409509626,rural,hhsize_2,owned_outright
409523226,rural,hhsize_2,owned_outright
409530026,rural,hhsize_2,owned_outright
409536826,rural,hhsize_1,owned_outright
409543626,urban,hhsize_1,social_rented
409550426,urban,hhsize_1,owned_outright
409557226,rural,hhsize_4,owned_mortgage
409564026,urban,hhsize_2,owned_outright
409570826,urban,hhsize_1,owned_outright
409577626,rural,hhsize_1,social_rented
409584426,urban,hhsize_4,owned_mortgage
409598026,urban,hhsize_2,owned_outright
409618426,urban,hhsize_4,private_rented
409625226,rural,hhsize_2,owned_outright
409638826,urban,hhsize_1,social_rented
409652426,rural,hhsize_1,private_rented
409659226,rural,hhsize_2,owned_outright
409672826,rural,hhsize_4,owned_mortgage
409686426,urban,hhsize_3,owned_outright
409687106,urban,hhsize_1,owned_mortgage
409693226,urban,hhsize_2,owned_outright
409700026,urban,hhsize_5,owned_mortgage
409713626,rural,hhsize_1,private_rented
409727226,urban,hhsize_3,owned_outright
409734026,urban,hhsize_2,social_rented
409740826,urban,hhsize_2,owned_outright
409747626,rural,hhsize_2,owned_outright
409754426,urban,hhsize_1,owned_outright
409761226,urban,hhsize_2,owned_outright
409768026,urban,hhsize_1,owned_mortgage
409774826,urban,hhsize_4,owned_mortgage
409781626,urban,hhsize_2,private_rented
409788426,rural,hhsize_2,owned_outright
409795226,urban,hhsize_2,owned_outright
409815626,urban,hhsize_1,owned_outright
409816306,urban,hhsize_2,private_rented
409816986,urban,hhsize_2,private_rented
409829226,urban,hhsize_1,owned_mortgage
409836026,rural,hhsize_1,owned_outright
409842826,rural,hhsize_2,owned_mortgage
409856426,urban,hhsize_2,owned_mortgage
409870026,rural,hhsize_2,private_rented
409876826,urban,hhsize_4,owned_mortgage
409883626,urban,hhsize_2,owned_outright
409897226,urban,hhsize_2,owned_outright
409904026,urban,hhsize_2,owned_outright
409910826,urban,hhsize_4,owned_mortgage
409917626,urban,hhsize_4,owned_mortgage
409924426,urban,hhsize_2,owned_outright
409931226,urban,hhsize_2,social_rented
409938026,urban,hhsize_1,owned_outright
409944826,urban,hhsize_3,private_rented
409951626,rural,hhsize_3,owned_outright
409958426,urban,hhsize_2,owned_outright
409965226,rural,hhsize_2,owned_mortgage
409978826,rural,hhsize_1,owned_outright
409999226,urban,hhsize_3,owned_outright
410006026,urban,hhsize_6,social_rented
410012826,urban,hhsize_3,social_rented
410019626,urban,hhsize_1,social_rented
410026426,urban,hhsize_1,owned_outright
410033226,urban,hhsize_1,owned_outright
410040026,rural,hhsize_3,owned_mortgage
410053626,urban,hhsize_2,owned_mortgage
410060426,rural,hhsize_3,owned_mortgage
410074026,urban,hhsize_5,social_rented
410080826,urban,hhsize_1,owned_outright
410087626,urban,hhsize_1,social_rented
410094426,urban,hhsize_2,owned_mortgage
410101226,urban,hhsize_4,owned_mortgage
410108026,urban,hhsize_3,owned_mortgage
410135226,urban,hhsize_4,private_rented
410142026,urban,hhsize_3,owned_outright
410148826,urban,hhsize_1,owned_mortgage
410155626,urban,hhsize_4,owned_mortgage
410162426,rural,hhsize_2,owned_outright
410169226,urban,hhsize_2,owned_outright
410176026,urban,hhsize_2,social_rented
410182826,urban,hhsize_2,owned_mortgage
410196426,urban,hhsize_1,social_rented
410203226,urban,hhsize_4,owned_outright
410210026,urban,hhsize_1,private_rented
410223626,urban,hhsize_2,social_rented
410230426,urban,hhsize_3,owned_mortgage
410237226,rural,hhsize_1,owned_outright
410250826,urban,hhsize_1,social_rented
410257626,urban,hhsize_2,social_rented
410271226,urban,hhsize_2,owned_outright
410278026,urban,hhsize_3,social_rented
410284826,urban,hhsize_2,owned_outright
410291626,urban,hhsize_4,owned_mortgage
410298426,urban,hhsize_4,owned_mortgage
410305226,urban,hhsize_1,owned_mortgage
410325626,urban,hhsize_1,social_rented
410332426,urban,hhsize_2,owned_mortgage
410339226,urban,hhsize_3,owned_mortgage
410346026,urban,hhsize_1,owned_outright
410373226,urban,hhsize_4,social_rented
410380026,urban,hhsize_4,owned_outright
410386826,urban,hhsize_4,owned_mortgage
410387506,urban,hhsize_1,owned_mortgage
410393626,urban,hhsize_2,owned_outright
410400426,urban,hhsize_1,owned_mortgage
410407226,urban,hhsize_1,owned_outright
410414026,urban,hhsize_1,private_rented
410414706,rural,hhsize_1,private_rented
410420826,urban,hhsize_4,owned_mortgage
410468426,urban,hhsize_3,owned_mortgage
410482026,urban,hhsize_1,owned_mortgage
410495626,urban,hhsize_1,owned_outright
410502426,urban,hhsize_2,owned_outright
410516026,urban,hhsize_5,owned_mortgage
410522826,urban,hhsize_4,owned_mortgage
410529626,urban,hhsize_5,owned_mortgage
410536426,urban,hhsize_2,owned_outright
410543226,rural,hhsize_4,owned_mortgage
410556826,urban,hhsize_2,social_rented
410577226,urban,hhsize_3,owned_mortgage
410597626,urban,hhsize_2,owned_outright
410611226,rural,hhsize_2,owned_outright
410624826,urban,hhsize_2,private_rented
410638426,urban,hhsize_2,private_rented
410639106,urban,hhsize_1,private_rented
410658826,urban,hhsize_2,owned_mortgage
410665626,urban,hhsize_1,private_rented
410672426,urban,hhsize_1,owned_outright
410679226,urban,hhsize_2,owned_outright
410686026,urban,hhsize_1,owned_outright
410692826,urban,hhsize_5,owned_mortgage
410699626,urban,hhsize_2,social_rented
410706426,urban,hhsize_2,private_rented
410713226,urban,hhsize_2,social_rented
410726826,urban,hhsize_1,private_rented
410733626,urban,hhsize_2,owned_outright
410740426,urban,hhsize_2,owned_outright
410747226,urban,hhsize_3,owned_outright
410754026,urban,hhsize_1,owned_outright
410760826,urban,hhsize_3,owned_outright
410781226,rural,hhsize_4,owned_mortgage
410788026,urban,hhsize_1,owned_outright
410794826,urban,hhsize_3,owned_outright
410822026,urban,hhsize_2,owned_mortgage
410828826,urban,hhsize_1,social_rented
410835626,urban,hhsize_2,owned_outright
410849226,rural,hhsize_4,private_rented
410856026,rural,hhsize_1,owned_outright
410869626,rural,hhsize_2,owned_outright
410876426,urban,hhsize_1,owned_mortgage
410883226,urban,hhsize_1,owned_outright
410890026,urban,hhsize_1,owned_outright
410896826,urban,hhsize_2,owned_outright
410903626,urban,hhsize_2,owned_outright
410910426,urban,hhsize_1,owned_outright
410917226,rural,hhsize_4,owned_outright
410937626,urban,hhsize_2,owned_outright
410944426,urban,hhsize_1,owned_outright
410951226,urban,hhsize_5,owned_mortgage
410964826,urban,hhsize_2,owned_outright
410971626,urban,hhsize_2,owned_mortgage
410978426,rural,hhsize_3,owned_mortgage
410998826,rural,hhsize_2,owned_outright
411005626,rural,hhsize_1,owned_outright
411012426,rural,hhsize_2,owned_outright
411019226,rural,hhsize_1,owned_outright
411026026,rural,hhsize_1,private_rented
411039626,rural,hhsize_2,owned_outright
411046426,rural,hhsize_2,owned_mortgage
411073626,urban,hhsize_4,owned_mortgage
411080426,rural,hhsize_1,owned_outright
411087226,rural,hhsize_2,owned_outright
411094026,rural,hhsize_2,owned_outright
411100826,rural,hhsize_2,owned_outright
411107626,rural,hhsize_5,owned_mortgage
411114426,rural,hhsize_2,owned_outright
411128026,rural,hhsize_1,owned_mortgage
411141626,rural,hhsize_2,owned_outright
411162026,urban,hhsize_1,social_rented
411175626,urban,hhsize_5,social_rented
411209626,rural,hhsize_1,owned_outright
411216426,rural,hhsize_2,owned_mortgage
411223226,rural,hhsize_1,owned_outright
411230026,rural,hhsize_1,owned_mortgage
411236826,rural,hhsize_3,owned_mortgage
411243626,rural,hhsize_3,owned_mortgage
411250426,urban,hhsize_2,owned_mortgage
411264026,urban,hhsize_1,owned_outright
411270826,urban,hhsize_1,owned_outright
411277626,urban,hhsize_3,owned_mortgage
411284426,rural,hhsize_4,owned_mortgage
411298026,rural,hhsize_4,private_rented
411311626,urban,hhsize_2,owned_outright
411318426,urban,hhsize_2,owned_outright
411325226,urban,hhsize_1,owned_outright
411332026,urban,hhsize_4,owned_mortgage
411338826,urban,hhsize_2,owned_mortgage
411352426,rural,hhsize_2,owned_outright
411359226,rural,hhsize_3,owned_outright
411366026,rural,hhsize_1,owned_outright
411372826,urban,hhsize_2,owned_outright
411379626,urban,hhsize_4,social_rented
411386426,urban,hhsize_3,social_rented
411400026,urban,hhsize_1,social_rented
411413626,urban,hhsize_2,owned_mortgage
411420426,rural,hhsize_2,owned_outright
411434026,urban,hhsize_2,owned_outright
411440826,rural,hhsize_2,private_rented
411447626,rural,hhsize_2,owned_mortgage
411454426,urban,hhsize_1,social_rented
411468026,urban,hhsize_3,private_rented
411481626,rural,hhsize_2,owned_outright
411488426,urban,hhsize_4,owned_mortgage
411495226,rural,hhsize_1,private_rented
411502026,rural,hhsize_2,owned_outright
411508826,rural,hhsize_2,owned_outright
411515626,urban,hhsize_1,owned_outright
411522426,urban,hhsize_2,private_rented
411529226,rural,hhsize_4,owned_outright
411536026,rural,hhsize_3,owned_mortgage
411542826,urban,hhsize_1,social_rented
411570026,urban,hhsize_2,owned_mortgage
411576826,urban,hhsize_2,owned_mortgage
411583626,rural,hhsize_2,social_rented
411590426,urban,hhsize_2,owned_outright
411597226,rural,hhsize_3,owned_outright
411610826,urban,hhsize_3,private_rented
411617626,urban,hhsize_2,owned_outright
411624426,urban,hhsize_1,owned_mortgage
411638026,urban,hhsize_3,owned_mortgage
411651626,urban,hhsize_3,owned_outright
411658426,urban,hhsize_2,owned_mortgage
411706026,urban,hhsize_3,social_rented
411740026,urban,hhsize_4,owned_mortgage
411753626,urban,hhsize_3,social_rented
411774026,urban,hhsize_3,social_rented
411835226,urban,hhsize_3,owned_mortgage
411862426,urban,hhsize_2,social_rented
411882826,urban,hhsize_1,private_rented
411889626,urban,hhsize_1,owned_mortgage
411910026,urban,hhsize_5,private_rented
411916826,urban,hhsize_3,owned_mortgage
411923626,urban,hhsize_4,owned_outright
411937226,urban,hhsize_5,private_rented
411944026,urban,hhsize_8,social_rented
411950826,urban,hhsize_2,social_rented
411964426,urban,hhsize_4,owned_mortgage
411971226,urban,hhsize_1,social_rented
411984826,urban,hhsize_3,owned_mortgage
412005226,urban,hhsize_1,owned_outright
412025626,urban,hhsize_1,owned_mortgage
412039226,urban,hhsize_1,private_rented
412046026,urban,hhsize_4,owned_mortgage
412052826,urban,hhsize_1,social_rented
412059626,urban,hhsize_1,owned_outright
412073226,rural,hhsize_2,social_rented
412086826,urban,hhsize_1,owned_outright
412107226,urban,hhsize_3,social_rented
412114026,rural,hhsize_3,owned_outright
412120826,rural,hhsize_3,owned_mortgage
412134426,rural,hhsize_3,owned_mortgage
412141226,rural,hhsize_2,owned_mortgage
412161626,rural,hhsize_2,private_rented
412168426,urban,hhsize_1,owned_outright
412182026,urban,hhsize_2,owned_outright
412188826,rural,hhsize_1,owned_outright
412195626,urban,hhsize_2,owned_outright
412202426,rural,hhsize_2,social_rented
412209226,rural,hhsize_2,owned_outright
412216026,urban,hhsize_2,private_rented
412229626,urban,hhsize_2,owned_mortgage
412236426,urban,hhsize_4,owned_outright
412243226,urban,hhsize_6,owned_mortgage
412250026,rural,hhsize_2,owned_outright
412256826,rural,hhsize_6,owned_mortgage
412270426,urban,hhsize_4,owned_mortgage
412277226,urban,hhsize_2,social_rented
412284026,rural,hhsize_1,owned_outright
412297626,urban,hhsize_1,owned_mortgage
412324826,rural,hhsize_1,owned_outright
412331626,rural,hhsize_2,owned_outright
412338426,urban,hhsize_2,private_rented
412358826,rural,hhsize_2,owned_outright
412365626,urban,hhsize_1,owned_mortgage
412372426,urban,hhsize_1,owned_mortgage
412379226,rural,hhsize_1,owned_outright
412386026,urban,hhsize_2,owned_outright
412392826,urban,hhsize_3,owned_outright
412399626,rural,hhsize_2,owned_mortgage
412413226,urban,hhsize_1,owned_outright
412420026,urban,hhsize_2,owned_outright
412433626,rural,hhsize_2,owned_outright
412440426,urban,hhsize_1,owned_outright
412447226,rural,hhsize_2,owned_outright
412454026,urban,hhsize_2,owned_outright
412460826,urban,hhsize_2,owned_outright
412467626,urban,hhsize_1,owned_outright
412481226,urban,hhsize_1,owned_outright
412488026,urban,hhsize_2,owned_outright
412494826,urban,hhsize_4,owned_outright
412501626,urban,hhsize_2,private_rented
412508426,urban,hhsize_2,owned_mortgage
412515226,urban,hhsize_2,owned_outright
412522026,rural,hhsize_1,owned_outright
412528826,urban,hhsize_2,owned_outright
