areacode,urban,rural
S00139899,0,65
S00139900,0,56
S00139901,0,43
S00139902,0,54
S00139903,0,61
S00139904,0,43
S00139905,0,46
S00139906,0,51
S00139907,0,44
S00139908,0,47
S00139909,0,48
S00139910,0,28
S00139911,0,52
S00139912,0,31
S00139913,76,0
S00139914,0,30
S00139915,0,81
S00139916,66,0
S00139917,29,0
S00139918,78,0
S00139919,33,0
S00139920,60,0
S00139921,0,81
S00139922,58,0
S00139923,65,0
S00139924,59,0
S00139925,50,0
S00139926,59,0
S00139927,41,0
S00139928,43,0
S00139929,39,0
S00139930,53,0
S00139931,60,0
S00139932,0,65
S00139933,81,0
S00139934,58,0
S00139935,34,0
S00139936,66,0
S00139937,53,0
S00139938,58,0
S00139939,46,0
S00139940,43,0
S00139941,51,0
S00139942,33,0
S00139943,33,0
S00139944,81,0
S00139945,43,0
S00139946,64,0
S00139947,46,0
S00139948,26,0
S00139949,64,0
S00139950,60,0
S00139951,90,0
S00139952,32,0
S00139953,36,0
S00139954,52,0
S00139955,0,59
S00139956,45,0
S00139957,42,0
S00139958,68,0
S00139959,65,0
S00139960,42,0
S00139961,63,0
S00139962,64,0
S00139963,72,0
S00139964,51,0
S00139965,45,0
S00139966,48,0
S00139967,32,0
S00139968,62,0
S00139969,49,0
S00139970,47,0
S00139971,70,0
S00139972,34,0
S00139973,51,0
S00139974,44,0
S00139975,48,0
S00139976,35,0
S00139977,31,0
S00139978,73,0
S00139979,25,0
S00139980,56,0
S00139981,52,0
S00139982,47,0
S00139983,74,0
S00139984,47,0
S00139985,73,0
S00139986,60,0
S00139987,56,0
S00139988,57,0
S00139989,47,0
S00139990,70,0
S00139991,39,0
S00139992,41,0
S00139993,46,0
S00139994,73,0
S00139995,42,0
S00139996,71,0
S00139997,51,0
S00139998,49,0
S00139999,61,0
S00140000,35,0
S00140001,34,0
S00140002,77,0
S00140003,60,0
S00140004,44,0
S00140005,49,0
S00140006,33,0
S00140007,56,0
S00140008,60,0
S00140009,38,0
S00140010,77,0
S00140011,76,0
S00140012,38,0
S00140013,90,0
S00140014,48,0
S00140015,63,0
S00140016,0,70
S00140017,27,0
S00140018,46,0
S00140019,0,55
S00140020,68,0
S00140021,66,0
S00140022,45,0
S00140023,45,0
S00140024,59,0
S00140025,70,0
S00140026,41,0
S00140027,51,0
S00140028,34,0
S00140029,47,0
S00140030,46,0
S00140031,49,0
S00140032,70,0
S00140033,38,0
S00140034,50,0
S00140035,59,0
S00140036,35,0
S00140037,45,0
S00140038,0,48
S00140039,47,0
S00140040,62,0
S00140041,0,59
S00140042,57,0
S00140043,56,0
S00140044,70,0
S00140045,54,0
S00140046,63,0
S00140047,50,0
S00140048,58,0
S00140049,54,0
S00140050,55,0
S00140051,62,0
S00140052,52,0
S00140053,28,0
S00140054,0,76
S00140055,57,0
S00140056,62,0
S00140057,44,0
S00140058,47,0
S00140059,57,0
S00140060,53,0
S00140061,49,0
S00140062,50,0
S00140063,47,0
S00140064,0,51
S00140065,51,0
S00140066,43,0
S00140067,40,0
S00140068,49,0
S00140069,65,0
S00140070,51,0
S00140071,48,0
S00140072,0,32
S00140073,60,0
S00140074,62,0
S00140075,61,0
S00140076,48,0
S00140077,51,0
S00140078,76,0
S00140079,50,0
S00140080,0,65
S00140081,45,0
S00140082,43,0
S00140083,61,0
S00140084,74,0
S00140085,65,0
S00140086,39,0
S00140087,44,0
S00140088,65,0
S00140089,65,0
S00140090,40,0
S00140091,49,0
S00140092,45,0
S00140093,60,0
S00140094,35,0
S00140095,64,0
S00140096,54,0
S00140097,50,0
S00140098,70,0
S00140099,67,0
S00140100,71,0
S00140101,47,0
S00140102,68,0
S00140103,65,0
S00140104,0,59
S00140105,75,0
S00140106,66,0
S00140107,32,0
S00140108,70,0
S00140109,48,0
S00140110,42,0
S00140111,66,0
S00140112,47,0
S00140113,52,0
S00140114,54,0
S00140115,80,0
S00140116,46,0
S00140117,65,0
S00140118,53,0
S00140119,42,0
S00140120,62,0
S00140121,43,0
S00140122,105,0
S00140123,47,0
S00140124,49,0
S00140125,77,0
S00140126,36,0
S00140127,43,0
S00140128,0,46
S00140129,39,0
S00140130,42,0
S00140131,41,0
S00140132,61,0
S00140133,58,0
S00140134,46,0
S00140135,48,0
S00140136,100,0
S00140137,51,0
S00140138,53,0
S00140139,61,0
S00140140,49,0
S00140141,0,48
S00140142,0,63
S00140143,0,72
S00140144,0,55
S00140145,0,68
S00140146,0,40
S00140147,0,48
S00140148,0,47
S00140149,0,60
S00140150,0,75
S00140151,0,74
S00140152,0,44
S00140153,0,69
S00140154,0,54
S00140155,0,81
S00140156,0,58
S00140157,0,63
S00140158,0,52
S00140159,0,46
S00140160,0,38
S00140161,0,69
S00140162,0,46
S00140163,0,46
S00140164,0,74
S00140165,0,35
S00140166,0,56
S00140167,0,59
S00140168,0,75
S00140169,0,49
S00140170,0,52
S00140171,0,40
S00140172,0,41
S00140173,0,50
S00140174,0,66
S00140175,0,44
S00140176,0,45
S00140177,0,48
S00140178,0,35
S00140179,0,41
S00140180,0,46
S00140181,0,67
S00140182,35,0
S00140183,55,0
S00140184,73,0
S00140185,0,44
S00140186,45,0
S00140187,55,0
S00140188,74,0
S00140189,0,57
S00140190,34,0
S00140191,58,0
S00140192,46,0
S00140193,64,0
S00140194,64,0
S00140195,34,0
S00140196,67,0
S00140197,49,0
S00140198,59,0
S00140199,0,64
S00140200,56,0
S00140201,62,0
S00140202,59,0
S00140203,60,0
S00140204,48,0
S00140205,52,0
S00140206,66,0
S00140207,49,0
S00140208,54,0
S00140209,37,0
S00140210,41,0
S00140211,40,0
S00140212,45,0
S00140213,42,0
S00140214,50,0
S00140215,49,0
S00140216,41,0
S00140217,0,54
S00140218,53,0
S00140219,65,0
S00140220,50,0
S00140221,52,0
S00140222,42,0
S00140223,81,0
S00140224,0,52
S00140225,61,0
S00140226,53,0
S00140227,51,0
S00140228,41,0
S00140229,63,0
S00140230,57,0
S00140231,52,0
S00140232,47,0
S00140233,45,0
S00140234,67,0
S00140235,44,0
S00140236,51,0
S00140237,81,0
S00140238,75,0
S00140239,53,0
S00140240,55,0
S00140241,59,0
S00140242,55,0
S00140243,47,0
S00140244,58,0
S00140245,72,0
S00140246,0,76
S00140247,41,0
S00140248,37,0
S00140249,0,40
S00140250,0,61
S00140251,0,41
S00140252,0,39
S00140253,47,0
S00140254,0,68
S00140255,57,0
S00140256,44,0
S00140257,71,0
S00140258,73,0
S00140259,66,0
S00140260,43,0
S00140261,50,0
S00140262,0,43
S00140263,46,0
S00140264,47,0
S00140265,58,0
S00140266,0,63
S00140267,0,50
S00140268,42,0
S00140269,38,0
S00140270,47,0
S00140271,55,0
S00140272,43,0
S00140273,0,35
S00140274,45,0
S00140275,45,0
S00140276,54,0
S00140277,0,47
S00140278,43,0
S00140279,53,0
S00140280,49,0
S00140281,63,0
S00140282,42,0
S00140283,51,0
S00140284,40,0
S00140285,40,0
S00140286,0,57
S00140287,66,0
S00140288,60,0
S00140289,0,60
S00140290,44,0
S00140291,33,0
S00140292,61,0
S00140293,46,0
S00140294,50,0
S00140295,70,0
S00140296,45,0
S00140297,41,0
S00140298,0,35
S00140299,0,211
S00140300,77,0
S00140301,58,0
S00140302,0,44
S00140303,40,0
S00140304,0,46
S00140305,67,0
S00140306,53,0
S00140307,51,0
S00140308,0,44
S00140309,0,28
S00140310,77,0
S00140311,46,0
S00140312,0,53
S00140313,33,0
S00140314,63,0
S00140315,0,65
S00140316,65,0
S00140317,54,0
S00140318,82,0
S00140319,47,0
S00140320,50,0
S00140321,48,0
S00140322,56,0
S00140323,78,0
S00140324,50,0
S00140325,61,0
S00140326,62,0
S00140327,52,0
S00140328,0,62
S00140329,51,0
S00140330,59,0
S00140331,0,70
S00140332,59,0
S00140333,38,0
S00140334,61,0
S00140335,60,0
S00140336,43,0
S00140337,82,0
S00140338,57,0
S00140339,63,0
S00140340,48,0
S00140341,51,0
S00140342,45,0
S00140343,58,0
S00140344,55,0
S00140345,44,0
S00140346,46,0
S00140347,51,0
S00140348,50,0
S00140349,38,0
S00140350,45,0
S00140351,51,0
S00140352,74,0
S00140353,69,0
S00140354,53,0
S00140355,50,0
S00140356,51,0
S00140357,67,0
S00140358,44,0
S00140359,43,0
S00140360,41,0
S00140361,54,0
S00140362,60,0
S00140363,60,0
S00140364,52,0
S00140365,65,0
S00140366,62,0
S00140367,64,0
S00140368,56,0
S00140369,55,0
S00140370,55,0
S00140371,57,0
S00140372,56,0
S00140373,48,0
S00140374,43,0
S00140375,49,0
S00140376,71,0
S00140377,53,0
S00140378,40,0
S00140379,52,0
S00140380,71,0
S00140381,59,0
S00140382,46,0
S00140383,48,0
S00140384,54,0
S00140385,55,0
S00140386,45,0
S00140387,49,0
S00140388,52,0
S00140389,56,0
S00140390,44,0
S00140391,0,56
S00140392,0,43
S00140393,0,69
S00140394,0,59
S00140395,0,84
S00140396,0,62
S00140397,0,59
S00140398,0,51
S00140399,0,44
S00140400,0,76
S00140401,0,42
S00140402,0,87
S00140403,0,35
S00140404,0,36
S00140405,0,49
S00140406,0,56
S00140407,0,52
S00140408,0,43
S00140409,0,55
S00140410,0,38
S00140411,0,51
S00140412,0,51
S00140413,0,61
S00140414,0,71
S00140415,0,49
S00140416,0,62
S00140417,0,68
S00140418,0,70
S00140419,0,33
S00140420,0,73
S00140421,0,69
S00140422,0,37
S00140423,0,59
S00140424,0,55
S00140425,0,76
S00140426,0,51
S00140427,0,54
S00140428,0,58
S00140429,0,44
S00140430,0,33
S00140431,0,69
S00140432,0,44
S00140433,0,77
S00140434,0,59
S00140435,0,63
S00140436,0,51
S00140437,0,71
S00140438,0,61
S00140439,0,67
S00140440,0,34
S00140441,0,55
S00140442,0,77
S00140443,0,58
S00140444,0,57
S00140445,0,86
S00140446,0,73
S00140447,0,77
S00140448,0,60
S00140449,0,39
S00140450,0,55
S00140451,0,62
S00140452,0,61
S00140453,0,69
S00140454,0,51
S00140455,0,78
S00140456,0,41
S00140457,0,55
S00140458,0,64
S00140459,0,60
S00140460,0,60
S00140461,0,74
S00140462,0,44
S00140463,0,43
S00140464,0,57
S00140465,0,80
S00140466,0,65
S00140467,0,68
S00140468,0,63
S00140469,0,45
S00140470,0,43
S00140471,0,49
S00140472,0,38
S00140473,0,50
S00140474,0,69
S00140475,0,52
S00140476,0,42
S00140477,0,62
S00140478,0,71
S00140479,0,65
S00140480,0,42
S00140481,0,36
S00140482,0,53
S00140483,0,55
S00140484,0,51
S00140485,0,67
S00140486,0,57
S00140487,0,42
S00140488,0,59
S00140489,0,56
S00140490,0,42
S00140491,0,39
S00140492,0,67
S00140493,0,69
S00140494,0,66
S00140495,0,78
S00140496,0,70
S00140497,0,45
S00140498,0,75
S00140499,0,48
S00140500,0,80
S00140501,0,71
S00140502,0,54
S00140503,0,43
S00140504,0,55
S00140505,0,43
S00140506,0,75
S00140507,0,67
S00140508,0,34
S00140509,0,80
S00140510,0,59
S00140511,0,57
S00140512,0,27
S00140513,0,32
S00140514,0,44
S00140515,0,78
S00140516,0,50
S00140517,0,30
S00140518,0,74
S00140519,0,63
S00140520,0,58
S00140521,0,67
S00140522,0,69
S00140523,0,50
S00140524,0,67
S00140525,0,48
S00140526,0,97
S00140527,0,30
S00140528,0,54
S00140529,0,78
S00140530,0,72
S00140531,0,66
S00140532,0,51
S00140533,0,82
S00140534,0,51
S00140535,0,58
S00140536,0,52
S00140537,0,59
S00140538,0,44
S00140539,0,45
S00140540,0,65
S00140541,0,68
S00140542,0,71
S00140543,0,81
S00140544,0,29
S00140545,0,42
S00140546,0,50
S00140547,0,60
S00140548,0,69
S00140549,0,60
S00140550,0,42
S00140551,0,42
S00140552,0,58
S00140553,0,64
S00140554,0,39
S00140555,0,66
S00140556,0,55
S00140557,0,34
S00140558,0,66
S00140559,0,31
S00140560,0,38
S00140561,0,81
S00140562,0,76
S00140563,0,61
S00140564,0,53
S00140565,0,52
S00140566,0,38
S00140567,0,73
S00140568,0,64
S00140569,0,66
S00140570,0,65
S00140571,0,55
S00140572,0,49
S00140573,0,62
S00140574,0,37
S00140575,0,42
S00140576,0,46
S00140577,0,67
S00140578,0,54
S00140579,0,97
S00140580,0,38
S00140581,0,74
S00140582,0,52
S00140583,0,42
S00140584,0,42
S00140585,0,50
S00140586,0,47
S00140587,0,42
S00140588,0,58
S00140589,0,54
S00140590,0,40
S00140591,0,55
S00140592,0,65
S00140593,0,82
S00140594,0,77
S00140595,0,59
S00140596,0,63
S00140597,0,68
S00140598,0,30
S00140599,0,83
S00140600,0,71
S00140601,0,85
S00140602,0,48
S00140603,0,75
S00140604,0,48
S00140605,0,39
S00140606,0,86
S00140607,0,67
S00140608,0,58
S00140609,0,84
S00140610,0,57
S00140611,0,45
S00140612,0,74
S00140613,58,0
S00140614,0,49
S00140615,71,0
S00140616,0,46
S00140617,61,0
S00140618,35,0
S00140619,48,0
S00140620,56,0
S00140621,40,0
S00140622,59,0
S00140623,69,0
S00140624,42,0
S00140625,55,0
S00140626,39,0
S00140627,0,75
S00140628,0,69
S00140629,0,64
S00140630,0,62
S00140631,0,49
S00140632,0,64
S00140633,0,63
S00140634,0,34
S00140635,0,57
S00140636,0,73
S00140637,0,71
S00140638,0,59
S00140639,0,45
S00140640,0,70
S00140641,0,44
S00140642,0,32
S00140643,0,47
S00140644,0,52
S00140645,0,46
S00140646,0,53
S00140647,0,52
S00140648,0,69
S00140649,0,68
S00140650,0,28
S00140651,0,70
S00140652,0,56
S00140653,0,61
S00140654,0,49
S00140655,0,53
S00140656,0,44
S00140657,0,54
S00140658,0,33
S00140659,0,50
S00140660,65,0
S00140661,0,84
S00140662,0,79
S00140663,0,40
S00140664,0,37
S00140665,0,51
S00140666,0,50
S00140667,0,62
S00140668,52,0
S00140669,0,42
S00140670,0,51
S00140671,0,46
S00140672,41,0
S00140673,0,69
S00140674,0,29
S00140675,0,48
S00140676,0,45
S00140677,0,79
S00140678,59,0
S00140679,0,27
S00140680,0,59
S00140681,0,51
S00140682,0,37
S00140683,37,0
S00140684,0,50
S00140685,51,0
S00140686,51,0
S00140687,54,0
S00140688,51,0
S00140689,77,0
S00140690,0,55
S00140691,38,0
S00140692,55,0
S00140693,41,0
S00140694,55,0
S00140695,0,39
S00140696,37,0
S00140697,62,0
S00140698,60,0
S00140699,56,0
S00140700,68,0
S00140701,81,0
S00140702,47,0
S00140703,44,0
S00140704,28,0
S00140705,0,64
S00140706,56,0
S00140707,58,0
S00140708,49,0
S00140709,0,33
S00140710,41,0
S00140711,74,0
S00140712,56,0
S00140713,0,47
S00140714,46,0
S00140715,0,78
S00140716,42,0
S00140717,56,0
S00140718,70,0
S00140719,72,0
S00140720,27,0
S00140721,0,51
S00140722,51,0
S00140723,72,0
S00140724,36,0
S00140725,64,0
S00140726,0,56
S00140727,0,59
S00140728,51,0
S00140729,53,0
S00140730,48,0
S00140731,30,0
S00140732,40,0
S00140733,0,42
S00140734,0,60
S00140735,66,0
S00140736,0,36
S00140737,81,0
S00140738,37,0
S00140739,44,0
S00140740,40,0
S00140741,29,0
S00140742,44,0
S00140743,53,0
S00140744,67,0
S00140745,63,0
S00140746,42,0
S00140747,52,0
S00140748,52,0
S00140749,50,0
S00140750,67,0
S00140751,58,0
S00140752,29,0
S00140753,48,0
S00140754,35,0
S00140755,43,0
S00140756,35,0
S00140757,66,0
S00140758,51,0
S00140759,49,0
S00140760,56,0
S00140761,49,0
S00140762,61,0
S00140763,48,0
S00140764,43,0
S00140765,51,0
S00140766,55,0
S00140767,45,0
S00140768,40,0
S00140769,69,0
S00140770,48,0
S00140771,59,0
S00140772,61,0
S00140773,41,0
S00140774,35,0
S00140775,46,0
S00140776,65,0
S00140777,72,0
S00140778,63,0
S00140779,46,0
S00140780,75,0
S00140781,62,0
S00140782,45,0
S00140783,0,51
S00140784,65,0
S00140785,84,0
S00140786,49,0
S00140787,45,0
S00140788,55,0
S00140789,37,0
S00140790,55,0
S00140791,48,0
S00140792,66,0
S00140793,34,0
S00140794,69,0
S00140795,62,0
S00140796,48,0
S00140797,72,0
S00140798,56,0
S00140799,88,0
S00140800,63,0
S00140801,0,45
S00140802,44,0
S00140803,28,0
S00140804,54,0
S00140805,76,0
S00140806,41,0
S00140807,44,0
S00140808,53,0
S00140809,56,0
S00140810,49,0
S00140811,57,0
S00140812,52,0
S00140813,52,0
S00140814,43,0
S00140815,0,48
S00140816,53,0
S00140817,45,0
S00140818,34,0
S00140819,49,0
S00140820,0,71
S00140821,59,0
S00140822,35,0
S00140823,47,0
S00140824,0,37
S00140825,0,41
S00140826,75,0
S00140827,36,0
S00140828,60,0
S00140829,42,0
S00140830,40,0
S00140831,56,0
S00140832,43,0
S00140833,46,0
S00140834,0,76
S00140835,34,0
S00140836,0,35
S00140837,0,80
S00140838,34,0
S00140839,45,0
S00140840,65,0
S00140841,0,35
S00140842,65,0
S00140843,0,43
S00140844,30,0
S00140845,51,0
S00140846,0,58
S00140847,0,44
S00140848,0,39
S00140849,0,44
S00140850,0,63
S00140851,0,37
S00140852,0,61
S00140853,0,50
S00140854,0,43
S00140855,0,44
S00140856,0,44
S00140857,0,59
S00140858,0,82
S00140859,0,37
S00140860,0,73
S00140861,0,54
S00140862,0,53
S00140863,0,84
S00140864,0,80
S00140865,0,50
S00140866,0,31
S00140867,0,52
S00140868,0,34
S00140869,0,35
S00140870,0,76
S00140871,0,29
S00140872,0,44
S00140873,0,44
S00140874,0,39
S00140875,0,29
S00140876,0,58
S00140877,0,48
S00140878,0,38
S00140879,0,34
S00140880,0,50
S00140881,0,36
S00140882,0,48
S00140883,0,43
S00140884,0,41
S00140885,0,86
S00140886,0,68
S00140887,0,61
S00140888,0,45
S00140889,0,65
S00140890,0,43
S00140891,0,37
S00140892,0,67
S00140893,0,49
S00140894,0,66
S00140895,0,43
S00140896,0,46
S00140897,0,40
S00140898,0,44
S00140899,0,26
S00140900,0,67
S00140901,0,64
S00140902,0,51
S00140903,0,85
S00140904,0,31
S00140905,0,50
S00140906,0,44
S00140907,0,39
S00140908,0,60
S00140909,0,44
S00140910,0,56
S00140911,0,58
S00140912,0,56
S00140913,0,42
S00140914,0,51
S00140915,0,65
S00140916,0,48
S00140917,0,65
S00140918,0,46
S00140919,0,51
S00140920,0,61
S00140921,0,46
S00140922,0,73
S00140923,0,47
S00140924,0,66
S00140925,0,58
S00140926,0,53
S00140927,0,45
S00140928,0,49
S00140929,0,48
S00140930,0,51
S00140931,0,39
S00140932,0,55
S00140933,0,47
S00140934,0,66
S00140935,0,57
S00140936,0,37
S00140937,0,54
S00140938,0,38
S00140939,0,58
S00140940,0,65
S00140941,0,50
S00140942,0,56
S00140943,0,42
S00140944,0,52
S00140945,0,53
S00140946,0,61
S00140947,0,49
S00140948,0,35
S00140949,0,46
S00140950,0,47
S00140951,0,60
S00140952,0,59
S00140953,0,30
S00140954,0,47
S00140955,0,43
S00140956,0,65
S00140957,0,44
S00140958,0,49
S00140959,0,53
S00140960,0,33
S00140961,0,43
S00140962,0,62
S00140963,0,52
S00140964,0,57
S00140965,0,43
S00140966,0,83
S00140967,0,38
S00140968,0,51
S00140969,0,75
S00140970,0,55
S00140971,0,35
S00140972,0,63
S00140973,0,85
S00140974,0,47
S00140975,0,44
S00140976,0,85
S00140977,0,35
S00140978,0,57
S00140979,0,48
S00140980,0,48
S00140981,0,61
S00140982,0,40
S00140983,0,66
S00140984,0,54
S00140985,0,71
S00140986,0,38
S00140987,0,39
S00140988,0,56
S00140989,0,49
S00140990,0,50
S00140991,0,59
S00140992,0,42
S00140993,0,50
S00140994,0,53
S00140995,0,41
S00140996,0,51
S00140997,0,51
S00140998,0,68
S00140999,0,28
S00141000,0,59
S00141001,0,39
S00141002,0,53
S00141003,0,65
S00141004,0,44
S00141005,0,51
S00141006,0,42
S00141007,0,59
S00141008,0,43
S00141009,0,37
S00141010,0,69
S00141011,0,39
S00141012,0,48
S00141013,0,39
S00141014,0,59
S00141015,0,44
S00141016,0,71
S00141017,0,58
S00141018,0,49
S00141019,0,93
S00141020,0,60
S00141021,0,44
S00141022,0,81
S00141023,0,65
S00141024,0,54
S00141025,0,38
S00141026,0,38
S00141027,0,50
S00141028,0,43
S00141029,0,39
S00141030,0,39
S00141031,0,60
S00141032,0,51
S00141033,0,74
S00141034,0,62
S00141035,0,59
S00141036,0,68
S00141037,0,59
S00141038,0,50
S00141039,0,51
S00141040,0,57
S00141041,0,54
S00141042,0,48
S00141043,0,59
S00141044,0,50
S00141045,0,41
S00141046,0,40
S00141047,0,51
S00141048,0,64
S00141049,0,54
S00141050,0,55
S00141051,0,56
S00141052,0,48
S00141053,0,63
S00141054,0,44
S00141055,0,76
S00141056,0,57
S00141057,0,76
S00141058,0,69
S00141059,0,58
S00141060,0,42
S00141061,0,39
S00141062,0,47
S00141063,0,36
S00141064,0,81
S00141065,0,53
S00141066,0,43
S00141067,0,49
S00141068,0,36
S00141069,0,47
S00141070,0,73
S00141071,0,55
S00141072,0,35
S00141073,0,53
S00141074,0,72
S00141075,0,86
S00141076,0,71
S00141077,0,48
S00141078,0,70
S00141079,0,50
S00141080,0,51
S00141081,0,45
S00141082,0,43
S00141083,0,44
S00141084,0,82
S00141085,0,87
S00141086,0,58
S00141087,0,71
S00141088,0,44
S00141089,0,62
S00141090,0,37
S00141091,0,62
S00141092,0,41
S00141093,0,71
S00141094,0,60
S00141095,0,48
S00141096,0,56
S00141097,0,65
S00141098,0,51
S00141099,0,50
S00141100,0,61
S00141101,0,58
S00141102,0,47
S00141103,0,69
S00141104,0,35
S00141105,0,34
S00141106,0,51
S00141107,0,53
S00141108,0,76
S00141109,0,39
S00141110,0,84
S00141111,0,61
S00141112,0,73
S00141113,0,40
S00141114,0,23
S00141115,0,50
S00141116,0,37
S00141117,0,64
S00141118,0,67
S00141119,0,36
S00141120,0,34
S00141121,0,46
S00141122,0,53
S00141123,0,64
S00141124,0,62
S00141125,0,52
S00141126,0,50
S00141127,0,47
S00141128,0,73
S00141129,0,56
S00141130,0,36
S00141131,0,67
S00141132,0,33
S00141133,0,66
S00141134,0,42
S00141135,0,47
S00141136,0,48
S00141137,0,54
S00141138,0,46
S00141139,0,59
S00141140,0,68
S00141141,0,42
S00141142,0,49
S00141143,0,37
S00141144,0,64
S00141145,0,56
S00141146,0,44
S00141147,0,63
S00141148,0,56
S00141149,0,49
S00141150,0,51
S00141151,0,59
S00141152,0,51
S00141153,0,46
S00141154,0,31
S00141155,0,56
S00141156,0,54
S00141157,0,52
S00141158,0,66
S00141159,0,45
S00141160,0,59
S00141161,0,57
S00141162,0,35
S00141163,0,71
S00141164,0,82
S00141165,0,50
S00141166,80,0
S00141167,36,0
S00141168,61,0
S00141169,57,0
S00141170,51,0
S00141171,45,0
S00141172,70,0
S00141173,46,0
S00141174,59,0
S00141175,45,0
S00141176,50,0
S00141177,61,0
S00141178,50,0
S00141179,42,0
S00141180,52,0
S00141181,64,0
S00141182,0,48
S00141183,44,0
S00141184,61,0
S00141185,47,0
S00141186,56,0
S00141187,34,0
S00141188,66,0
S00141189,67,0
S00141190,56,0
S00141191,51,0
S00141192,73,0
S00141193,46,0
S00141194,75,0
S00141195,59,0
S00141196,59,0
S00141197,61,0
S00141198,51,0
S00141199,63,0
S00141200,52,0
S00141201,27,0
S00141202,62,0
S00141203,75,0
S00141204,67,0
S00141205,54,0
S00141206,55,0
S00141207,66,0
S00141208,49,0
S00141209,57,0
S00141210,54,0
S00141211,48,0
S00141212,42,0
S00141213,52,0
S00141214,50,0
S00141215,45,0
S00141216,60,0
S00141217,43,0
S00141218,50,0
S00141219,59,0
S00141220,52,0
S00141221,57,0
S00141222,48,0
S00141223,56,0
S00141224,69,0
S00141225,41,0
S00141226,54,0
S00141227,33,0
S00141228,71,0
S00141229,62,0
S00141230,59,0
S00141231,73,0
S00141232,42,0
S00141233,59,0
S00141234,45,0
S00141235,40,0
S00141236,76,0
S00141237,58,0
S00141238,63,0
S00141239,69,0
S00141240,45,0
S00141241,59,0
S00141242,37,0
S00141243,41,0
S00141244,72,0
S00141245,35,0
S00141246,71,0
S00141247,49,0
S00141248,59,0
S00141249,47,0
S00141250,61,0
S00141251,38,0
S00141252,73,0
S00141253,48,0
S00141254,56,0
S00141255,58,0
S00141256,37,0
S00141257,49,0
S00141258,47,0
S00141259,30,0
S00141260,49,0
S00141261,91,0
S00141262,38,0
S00141263,44,0
S00141264,54,0
S00141265,57,0
S00141266,45,0
S00141267,55,0
S00141268,62,0
S00141269,62,0
S00141270,66,0
S00141271,55,0
S00141272,42,0
S00141273,61,0
S00141274,60,0
S00141275,61,0
S00141276,79,0
S00141277,39,0
S00141278,69,0
S00141279,48,0
S00141280,87,0
S00141281,34,0
S00141282,40,0
S00141283,57,0
S00141284,0,46
S00141285,66,0
S00141286,54,0
S00141287,71,0
S00141288,70,0
S00141289,61,0
S00141290,42,0
S00141291,64,0
S00141292,65,0
S00141293,57,0
S00141294,54,0
S00141295,54,0
S00141296,42,0
S00141297,35,0
S00141298,51,0
S00141299,37,0
S00141300,72,0
S00141301,53,0
S00141302,51,0
S00141303,49,0
S00141304,48,0
S00141305,73,0
S00141306,45,0
S00141307,77,0
S00141308,41,0
S00141309,40,0
S00141310,50,0
S00141311,50,0
S00141312,63,0
S00141313,75,0
S00141314,66,0
S00141315,43,0
S00141316,41,0
S00141317,43,0
S00141318,75,0
S00141319,54,0
S00141320,51,0
S00141321,35,0
S00141322,39,0
S00141323,56,0
S00141324,41,0
S00141325,62,0
S00141326,46,0
S00141327,49,0
S00141328,55,0
S00141329,60,0
S00141330,47,0
S00141331,54,0
S00141332,51,0
S00141333,46,0
S00141334,44,0
S00141335,77,0
S00141336,50,0
S00141337,47,0
S00141338,86,0
S00141339,88,0
S00141340,36,0
S00141341,77,0
S00141342,40,0
S00141343,51,0
S00141344,70,0
S00141345,48,0
S00141346,44,0
S00141347,66,0
S00141348,46,0
S00141349,57,0
S00141350,69,0
S00141351,33,0
S00141352,43,0
S00141353,42,0
S00141354,50,0
S00141355,36,0
S00141356,54,0
S00141357,86,0
S00141358,81,0
S00141359,37,0
S00141360,38,0
S00141361,59,0
S00141362,53,0
S00141363,69,0
S00141364,42,0
S00141365,71,0
S00141366,55,0
S00141367,71,0
S00141368,49,0
S00141369,59,0
S00141370,42,0
S00141371,71,0
S00141372,85,0
S00141373,41,0
S00141374,59,0
S00141375,63,0
S00141376,36,0
S00141377,41,0
S00141378,32,0
S00141379,49,0
S00141380,59,0
S00141381,48,0
S00141382,74,0
S00141383,58,0
S00141384,52,0
S00141385,56,0
S00141386,67,0
S00141387,42,0
S00141388,87,0
S00141389,47,0
S00141390,72,0
S00141391,47,0
S00141392,44,0
S00141393,38,0
S00141394,58,0
S00141395,57,0
S00141396,85,0
S00141397,79,0
S00141398,54,0
S00141399,45,0
S00141400,30,0
S00141401,70,0
S00141402,38,0
S00141403,54,0
S00141404,45,0
S00141405,53,0
S00141406,55,0
S00141407,44,0
S00141408,33,0
S00141409,81,0
S00141410,58,0
S00141411,52,0
S00141412,48,0
S00141413,45,0
S00141414,89,0
S00141415,65,0
S00141416,46,0
S00141417,85,0
S00141418,41,0
S00141419,63,0
S00141420,46,0
S00141421,63,0
S00141422,36,0
S00141423,52,0
S00141424,48,0
S00141425,41,0
S00141426,74,0
S00141427,29,0
S00141428,85,0
S00141429,70,0
S00141430,52,0
S00141431,44,0
S00141432,51,0
S00141433,50,0
S00141434,38,0
S00141435,50,0
S00141436,49,0
S00141437,67,0
S00141438,45,0
S00141439,53,0
S00141440,66,0
S00141441,51,0
S00141442,57,0
S00141443,52,0
S00141444,59,0
S00141445,54,0
S00141446,89,0
S00141447,77,0
S00141448,48,0
S00141449,46,0
S00141450,46,0
S00141451,53,0
S00141452,58,0
