id,Age%16-24,Age%25-34,Age%35-44,Age%45-54,Age%55-64,Age%65-74,Sex%m,Sex%f
772,0,0,0,1,0,0,1,0
773,0,0,0,0,1,0,1,0
774,0,0,0,0,1,0,1,0
775,0,0,1,0,0,0,0,1
776,0,0,0,1,0,0,1,0
777,0,1,0,0,0,0,0,1
778,0,0,0,1,0,0,0,1
779,0,0,0,0,1,0,1,0
780,0,0,0,1,0,0,1,0
781,0,0,0,1,0,0,0,1
782,0,1,0,0,0,0,1,0
783,0,0,0,0,1,0,1,0
784,0,1,0,0,0,0,0,1
785,1,0,0,0,0,0,1,0
786,0,0,1,0,0,0,0,1
787,0,0,1,0,0,0,1,0
788,0,0,0,0,0,1,0,1
789,0,0,0,0,0,1,1,0
790,0,0,1,0,0,0,1,0
791,0,0,0,0,1,0,0,1
792,0,0,0,0,0,1,1,0
793,0,0,1,0,0,0,0,1
794,0,0,1,0,0,0,1,0
795,0,0,0,1,0,0,1,0
796,0,0,1,0,0,0,0,1
797,0,1,0,0,0,0,1,0
798,0,0,0,0,1,0,1,0
799,1,0,0,0,0,0,1,0
800,1,0,0,0,0,0,1,0
801,0,0,1,0,0,0,0,1
802,0,1,0,0,0,0,0,1
803,0,1,0,0,0,0,1,0
804,0,1,0,0,0,0,0,1
805,0,0,0,0,1,0,0,1
806,0,0,0,1,0,0,0,1
807,1,0,0,0,0,0,1,0
808,0,1,0,0,0,0,0,1
809,0,1,0,0,0,0,0,1
810,0,1,0,0,0,0,0,1
811,0,0,0,1,0,0,1,0
812,1,0,0,0,0,0,0,1
813,0,1,0,0,0,0,0,1
814,0,1,0,0,0,0,1,0
815,0,0,0,1,0,0,1,0
816,0,0,0,0,0,1,1,0
817,0,0,0,0,1,0,1,0
818,1,0,0,0,0,0,0,1
819,0,0,0,0,1,0,0,1
820,0,0,0,1,0,0,1,0
821,0,0,1,0,0,0,1,0
822,0,0,0,1,0,0,0,1
823,0,0,0,0,0,1,0,1
824,0,0,0,0,1,0,0,1
825,0,0,0,0,1,0,0,1
826,0,1,0,0,0,0,0,1
827,0,0,1,0,0,0,0,1
828,1,0,0,0,0,0,0,1
829,0,0,0,0,0,1,1,0
830,0,0,1,0,0,0,0,1
831,0,0,0,1,0,0,0,1
832,0,0,0,1,0,0,0,1
833,0,1,0,0,0,0,0,1
834,0,0,0,0,1,0,1,0
835,1,0,0,0,0,0,0,1
836,0,1,0,0,0,0,1,0
837,0,0,1,0,0,0,1,0
838,0,0,0,1,0,0,1,0
839,0,0,0,0,1,0,1,0
840,0,0,0,1,0,0,1,0
841,0,0,1,0,0,0,1,0
842,0,0,0,0,0,1,0,1
843,0,0,0,0,1,0,1,0
844,0,0,0,0,1,0,1,0
845,0,0,0,0,0,1,0,1
846,0,0,0,1,0,0,0,1
847,0,1,0,0,0,0,0,1
848,0,0,0,1,0,0,0,1
849,0,0,0,0,0,1,0,1
850,0,0,0,0,0,1,1,0
851,0,0,0,0,1,0,0,1
852,0,0,1,0,0,0,0,1
853,1,0,0,0,0,0,1,0
854,0,0,1,0,0,0,0,1
855,0,0,0,0,0,1,0,1
856,0,0,0,0,1,0,1,0
857,0,0,0,0,0,1,1,0
858,0,0,1,0,0,0,1,0
859,0,0,0,0,0,1,1,0
860,1,0,0,0,0,0,0,1
861,0,0,1,0,0,0,0,1
862,0,0,1,0,0,0,1,0
863,0,1,0,0,0,0,0,1
864,0,0,1,0,0,0,1,0
865,0,1,0,0,0,0,0,1
866,0,1,0,0,0,0,1,0
867,0,1,0,0,0,0,1,0
868,0,0,0,0,0,1,0,1
869,0,0,0,0,1,0,1,0
870,0,0,1,0,0,0,0,1
871,0,1,0,0,0,0,1,0
872,0,0,1,0,0,0,0,1
873,0,1,0,0,0,0,0,1
874,0,0,0,0,1,0,0,1
875,0,1,0,0,0,0,0,1
876,0,0,0,0,1,0,0,1
877,0,0,1,0,0,0,1,0
878,1,0,0,0,0,0,0,1
879,1,0,0,0,0,0,0,1
880,1,0,0,0,0,0,0,1
881,0,0,0,0,0,1,1,0
882,1,0,0,0,0,0,0,1
883,0,0,1,0,0,0,1,0
884,0,1,0,0,0,0,0,1
885,1,0,0,0,0,0,1,0
886,0,0,0,1,0,0,0,1
887,0,0,0,0,0,1,0,1
888,0,0,1,0,0,0,1,0
889,0,1,0,0,0,0,0,1
890,0,1,0,0,0,0,0,1
891,0,0,0,1,0,0,0,1
892,0,1,0,0,0,0,0,1
893,0,1,0,0,0,0,1,0
894,0,0,0,0,0,1,1,0
895,0,0,1,0,0,0,1,0
896,0,0,1,0,0,0,0,1
897,0,0,0,0,1,0,0,1
898,0,0,0,0,0,1,1,0
899,0,0,0,1,0,0,0,1
900,0,0,0,0,0,1,0,1
901,0,0,1,0,0,0,0,1
902,0,0,1,0,0,0,1,0
903,1,0,0,0,0,0,0,1
904,0,0,0,1,0,0,0,1
905,0,1,0,0,0,0,0,1
906,0,0,0,1,0,0,1,0
907,1,0,0,0,0,0,1,0
908,0,0,0,0,0,1,0,1
909,0,0,1,0,0,0,0,1
910,0,0,0,0,1,0,1,0
911,1,0,0,0,0,0,0,1
912,0,0,0,0,1,0,1,0
913,0,0,0,1,0,0,0,1
914,0,0,0,1,0,0,0,1
915,0,0,0,0,1,0,0,1
916,0,1,0,0,0,0,1,0
